UF;MUNICIPIO;POPULACAO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
AC;ACRELANDIA;13353;3835;809;0;201;9;292;36;0;0;6;2151;252;41;0;22;13;0;0;0;0;0;3
AC;ASSIS BRASIL;6480;963;197;0;15;0;75;10;0;0;2;582;76;3;0;3;0;0;0;0;0;0;0
AC;BRASILEIA;22899;5670;1443;0;186;45;532;68;0;1;3;2529;750;11;0;22;70;0;0;0;0;3;7
AC;BUJARI;9003;1260;374;0;86;2;160;14;1;2;3;570;27;10;0;8;0;0;0;0;0;2;1
AC;CAPIXABA;9836;1246;349;0;67;0;138;9;0;0;1;567;90;9;0;12;3;0;0;0;0;0;1
AC;CRUZEIRO DO SUL;80377;21991;4441;0;616;44;1765;234;1;0;53;10685;3931;60;0;17;61;0;0;0;1;4;78
AC;EPITACIOLANDIA;16099;3649;978;0;183;36;393;39;0;0;1;1443;493;13;0;18;42;0;0;0;0;1;9
AC;FEIJO;32411;2227;370;0;93;0;261;31;0;0;1;1114;340;6;0;6;0;0;0;0;0;1;4
AC;JORDAO;7147;62;8;0;2;0;8;0;0;0;0;30;14;0;0;0;0;0;0;0;0;0;0
AC;MANCIO LIMA;16410;2347;329;0;71;6;204;14;0;1;2;1388;309;9;0;1;11;0;0;0;0;0;2
AC;MANOEL URBANO;8386;567;139;0;23;0;71;6;0;1;0;266;57;2;0;1;0;0;0;0;0;0;1
AC;MARECHAL THAUMATURGO;15857;179;9;0;7;0;13;0;0;0;0;133;13;4;0;0;0;0;0;0;0;0;0
AC;PLACIDO DE CASTRO;17795;3206;895;0;134;4;295;27;0;4;2;1516;281;15;0;17;5;3;0;0;0;6;2
AC;PORTO ACRE;16029;2396;476;0;140;2;224;36;0;2;2;1350;111;36;0;12;4;0;1;0;0;0;0
AC;PORTO WALTER;10143;113;0;0;4;0;9;0;0;0;0;87;11;2;0;0;0;0;0;0;0;0;0
AC;RIO BRANCO;357194;139683;53215;0;3856;405;13331;2865;9;200;188;53553;8360;654;0;1531;657;55;7;0;1;90;706
AC;RODRIGUES ALVES;15968;808;84;0;10;1;49;1;0;0;0;566;94;1;0;0;1;0;0;0;0;0;1
AC;SANTA ROSA DO PURUS;5374;102;11;0;3;0;8;0;0;0;0;65;12;1;0;1;0;0;0;0;0;0;1
AC;SENA MADUREIRA;40311;5168;987;0;87;4;565;44;0;7;3;2543;882;7;0;21;3;0;0;0;0;2;13
AC;SENADOR GUIOMARD;20799;4713;1402;0;314;10;505;45;0;1;8;2025;293;21;0;57;19;1;0;0;0;1;11
AC;TARAUACA;37571;3071;377;0;138;3;253;44;0;5;12;1466;736;14;0;6;3;0;0;0;0;8;6
AC;XAPURI;17021;2521;568;0;61;3;222;12;1;1;3;1419;204;2;0;16;4;1;0;0;0;0;4
AL;AGUA BRANCA;20545;2707;497;0;60;2;423;26;0;0;63;1512;101;10;0;7;4;0;0;0;0;0;2
AL;ANADIA;17989;1917;674;0;46;0;86;85;0;0;47;760;147;40;0;23;7;0;0;0;0;0;2
AL;ARAPIRACA;227640;76264;23749;0;2803;391;5092;1219;1;4;402;29273;11083;316;0;964;666;10;2;0;0;24;265
AL;ATALAIA;46787;4590;2617;0;196;11;209;131;1;0;51;873;74;125;0;229;66;0;0;0;0;2;5
AL;BARRA DE SANTO ANTONIO;15377;1286;622;0;28;1;68;25;0;0;5;451;24;19;0;37;5;0;0;0;0;0;1
AL;BARRA DE SAO MIGUEL;8112;1088;515;0;25;2;75;35;0;0;1;355;24;5;0;33;7;0;0;0;0;0;11
AL;BATALHA;18201;2448;729;0;91;5;177;14;0;0;22;1187;183;3;0;28;8;0;0;0;0;0;1
AL;BELEM;4737;760;247;0;12;0;42;17;0;0;25;376;18;5;0;15;3;0;0;0;0;0;0
AL;BELO MONTE;6751;472;97;0;35;0;43;4;0;0;8;272;9;2;0;0;1;0;0;0;0;0;1
AL;BOCA DA MATA;27074;4148;1450;0;224;24;172;54;0;0;69;1572;290;87;0;110;83;0;0;0;0;1;12
AL;BRANQUINHA;10823;869;240;0;25;0;54;14;0;0;21;475;17;15;0;6;1;0;0;0;0;0;1
AL;CACIMBINHAS;10729;1363;392;0;41;0;87;17;0;0;31;700;59;9;0;22;4;0;0;0;0;0;1
AL;CAJUEIRO;21480;2112;777;0;92;1;89;32;0;0;8;874;103;49;0;71;11;0;0;0;0;1;4
AL;CAMPESTRE;6925;370;150;0;19;0;23;26;0;0;49;70;10;8;0;13;1;0;0;0;0;1;0
AL;CAMPO ALEGRE;55161;2918;1147;0;132;25;141;44;2;0;116;836;196;119;0;93;62;0;0;0;0;1;4
AL;CAMPO GRANDE;9631;1604;341;0;43;0;84;5;0;0;23;1018;72;13;0;3;2;0;0;0;0;0;0
AL;CANAPI;17880;1713;348;0;36;1;170;10;0;0;31;1015;75;17;0;7;1;0;0;0;0;1;1
AL;CAPELA;17266;1323;579;0;63;5;64;28;0;0;7;442;35;47;0;36;17;0;0;0;0;0;0
AL;CARNEIROS;8758;762;178;0;25;0;66;5;0;0;10;442;20;5;0;7;2;0;0;0;0;0;2
AL;CHA PRETA;7413;888;220;0;27;0;54;10;0;0;8;545;8;6;0;9;1;0;0;0;0;0;0
AL;COITE DO NOIA;11110;1587;328;0;48;0;107;13;0;0;6;953;99;24;0;6;1;0;0;0;0;1;1
AL;COLONIA LEOPOLDINA;21307;1021;449;0;60;1;50;59;0;0;26;317;18;31;0;7;2;0;0;0;0;0;1
AL;COQUEIRO SECO;5817;674;314;0;8;0;21;10;0;0;2;293;6;4;0;11;4;0;0;0;0;0;1
AL;CORURIPE;55648;9137;2878;0;340;36;646;118;2;0;70;3435;850;197;0;385;150;0;0;0;0;1;29
AL;CRAIBAS;23885;3134;869;0;123;0;273;42;0;0;31;1411;338;25;0;16;2;0;0;0;0;0;4
AL;DELMIRO GOUVEIA;50999;13456;4816;0;419;25;1167;164;1;0;334;5501;781;46;0;93;77;0;0;0;0;7;25
AL;DOIS RIACHOS;11234;1764;391;0;58;1;100;46;0;0;12;1053;71;9;0;15;6;1;0;0;0;0;1
AL;ESTRELA DE ALAGOAS;18123;2258;581;0;40;0;180;31;0;0;82;1215;83;19;0;18;3;0;0;0;0;0;6
AL;FEIRA GRANDE;22377;2931;531;0;59;1;212;21;0;0;2;1665;382;47;0;5;2;1;0;0;0;1;2
AL;FELIZ DESERTO;4678;439;140;0;5;0;25;3;0;0;5;212;27;8;0;9;4;0;0;0;0;0;1
AL;FLEXEIRAS;12862;927;447;0;23;0;46;16;0;0;18;304;11;35;0;15;8;0;0;0;0;1;3
AL;GIRAU DO PONCIANO;39657;5299;1299;0;161;4;312;56;0;0;53;2863;459;50;0;24;10;0;0;0;0;1;7
AL;IBATEGUARA;15762;1286;434;0;39;0;115;22;0;0;55;535;58;15;0;11;2;0;0;0;0;0;0
AL;IGACI;26051;3354;903;0;94;0;280;43;0;0;86;1662;238;26;0;16;5;0;0;0;0;0;1
AL;IGREJA NOVA;24328;3266;643;0;83;1;92;9;0;0;23;2071;199;78;0;35;31;0;0;0;0;0;1
AL;INHAPI;18516;2649;492;0;51;8;227;15;0;0;21;1650;152;9;0;9;11;0;0;0;0;0;4
AL;JACARE DOS HOMENS;5511;609;182;0;35;0;42;5;0;0;6;309;19;6;0;2;2;0;0;0;0;0;1
AL;JACUIPE;7193;349;108;0;9;0;20;23;0;0;8;162;2;14;0;2;0;0;0;0;0;1;0
AL;JAPARATINGA;8234;793;379;0;12;0;44;35;0;0;23;261;9;7;0;15;4;0;0;0;0;0;4
AL;JARAMATAIA;5718;550;189;0;23;5;45;6;0;0;9;228;23;4;0;4;13;0;0;0;0;0;1
AL;JEQUIA DA PRAIA;11969;908;314;0;29;4;72;7;0;0;11;375;19;38;0;31;5;0;0;0;0;0;3
AL;JOAQUIM GOMES;23813;1620;632;0;93;2;110;29;0;0;23;594;24;70;0;29;11;0;0;0;0;1;2
AL;JUNDIA;4275;357;140;0;12;0;26;21;0;0;4;140;4;8;0;2;0;0;0;0;0;0;0
AL;JUNQUEIRO;25073;3701;988;0;208;36;256;33;1;0;28;1453;416;103;0;138;37;3;0;0;0;0;1
AL;LAGOA DA CANOA;18566;3000;706;0;84;3;173;20;0;0;15;1626;317;23;0;19;12;0;0;0;0;0;2
AL;LIMOEIRO DE ANADIA;28244;3036;692;0;107;4;283;31;1;0;18;1424;395;45;0;25;10;0;0;0;0;0;1
AL;MACEIO;996733;266465;161275;0;6899;1008;18149;9988;18;39;1052;51637;3258;1845;1;5689;2610;18;20;0;12;93;2854
AL;MAJOR ISIDORO;19874;2013;564;0;74;15;118;36;0;0;23;1012;84;25;0;22;32;0;0;0;0;0;8
AL;MAR VERMELHO;3698;638;154;0;11;0;32;3;0;0;2;391;30;9;0;5;1;0;0;0;0;0;0
AL;MARAGOGI;31299;2064;898;0;60;0;106;109;0;0;93;636;76;38;0;32;5;0;0;0;0;2;9
AL;MARAVILHA;10168;1391;361;0;31;0;96;6;0;0;41;789;31;8;0;21;6;0;1;0;0;0;0
AL;MARECHAL DEODORO;49853;6787;3572;0;259;17;494;203;0;0;75;1592;93;109;0;266;52;0;0;0;0;7;48
AL;MARIBONDO;13807;1715;711;0;62;2;105;39;0;0;18;632;64;13;0;48;17;0;0;0;0;0;4
AL;MATA GRANDE;25349;2800;471;0;55;2;428;20;0;0;29;1669;93;9;0;16;6;0;0;0;0;0;2
AL;MATRIZ DE CAMARAGIBE;25005;2578;1019;0;135;0;185;88;0;0;29;827;37;125;0;98;28;0;0;0;0;1;6
AL;MESSIAS;17110;1633;696;0;59;5;98;63;0;0;28;549;34;75;0;18;3;0;0;0;0;0;5
AL;MINADOR DO NEGRAO;5439;856;181;0;43;0;66;7;0;0;15;517;10;6;0;9;2;0;0;0;0;0;0
AL;MONTEIROPOLIS;7219;665;151;0;9;0;66;7;0;0;3;393;29;5;0;1;0;0;0;0;0;0;1
AL;MURICI;28158;2600;883;0;106;3;132;44;0;0;25;1078;153;103;0;53;10;0;0;0;0;0;10
AL;NOVO LINO;12479;1060;531;0;42;0;57;64;0;0;23;261;7;48;0;25;2;0;0;0;0;0;0
AL;OLHO D'AGUA DAS FLORES;21499;3533;1079;0;104;3;310;61;0;0;74;1633;189;20;0;45;12;0;0;0;0;0;3
AL;OLHO D'AGUA DO CASADO;9114;1032;302;0;28;0;81;7;0;0;16;566;23;6;0;2;1;0;0;0;0;0;0
AL;OLHO D'AGUA GRANDE;5159;589;130;0;12;0;15;5;0;0;1;391;26;8;0;0;1;0;0;0;0;0;0
AL;OLIVENCA;11594;1686;454;0;49;0;113;13;0;0;18;975;44;6;0;10;3;0;0;0;0;0;1
AL;OURO BRANCO;11409;1701;431;0;55;0;99;28;0;0;34;963;38;18;0;23;11;0;0;0;0;0;1
AL;PALESTINA;4934;294;87;0;8;1;39;7;0;0;6;127;11;5;0;2;0;0;0;0;0;0;1
AL;PALMEIRA DOS INDIOS;73532;17498;6245;0;593;33;1236;273;0;1;188;7319;1114;63;0;258;127;7;0;0;1;0;40
AL;PAO DE ACUCAR;24975;1966;540;0;68;1;144;14;0;0;20;985;159;7;0;21;3;0;0;0;0;3;1
AL;PARICONHA;10674;1397;250;0;34;1;175;11;0;0;18;870;28;8;0;1;0;0;0;0;0;1;0
AL;PARIPUEIRA;12474;1168;618;0;52;1;101;29;0;0;4;263;15;13;0;57;6;0;1;0;0;0;8
AL;PASSO DE CAMARAGIBE;15372;962;406;0;31;3;56;16;0;0;8;376;12;26;0;20;7;0;0;0;0;0;1
AL;PAULO JACINTO;7685;859;234;0;13;0;65;10;0;0;11;491;21;8;0;4;2;0;0;0;0;0;0
AL;PENEDO;63595;13069;4813;0;244;16;726;184;0;0;70;5302;1245;191;0;178;62;2;1;0;0;2;33
AL;PIACABUCU;17941;1394;469;0;24;0;125;32;0;0;13;536;134;13;0;39;6;0;0;0;0;1;2
AL;PILAR;35003;4620;2273;0;160;17;239;171;0;0;49;1231;223;60;0;147;36;0;0;0;2;1;11
AL;PINDOBA;2961;294;73;0;9;0;19;5;0;0;1;180;2;3;0;2;0;0;0;0;0;0;0
AL;PIRANHAS;24556;3508;915;0;59;6;260;28;0;0;73;1956;164;15;0;20;8;0;0;0;0;1;3
AL;POCO DAS TRINCHEIRAS;14401;1778;356;0;49;0;126;21;0;0;55;1090;46;21;0;6;7;0;0;0;0;1;0
AL;PORTO CALVO;27047;3429;1154;0;180;8;169;179;0;0;120;1332;96;64;0;99;19;0;0;0;0;2;7
AL;PORTO DE PEDRAS;8362;669;261;0;10;0;41;9;0;0;9;293;17;9;0;14;2;0;0;0;0;1;3
AL;PORTO REAL DO COLEGIO;20066;1389;428;0;18;1;64;12;0;0;31;737;63;18;0;12;3;0;1;0;0;0;1
AL;QUEBRANGULO;11700;1410;356;0;33;0;117;22;0;0;6;822;36;10;0;4;4;0;0;0;0;0;0
AL;RIO LARGO;71834;9922;5115;0;432;81;538;280;0;1;177;2504;106;190;0;286;180;4;0;0;0;4;24
AL;ROTEIRO;6836;475;199;0;10;1;32;38;0;0;24;141;4;8;0;11;7;0;0;0;0;0;0
AL;SANTA LUZIA DO NORTE;7257;808;402;0;19;7;54;28;0;0;6;195;4;63;0;18;11;0;0;0;0;0;1
AL;SANTANA DO IPANEMA;47352;11026;2872;0;371;3;774;105;0;1;141;5808;669;42;0;173;41;0;0;0;0;7;19
AL;SANTANA DO MUNDAU;11134;1622;297;0;62;6;70;11;0;0;31;1024;82;7;0;16;13;0;0;0;0;0;3
AL;SAO BRAS;7006;339;124;0;2;0;25;5;0;0;5;160;12;4;0;1;0;0;0;0;0;1;0
AL;SAO JOSE DA LAJE;23847;2481;961;0;96;0;110;45;0;0;77;977;102;48;0;45;6;0;0;0;0;3;11
AL;SAO JOSE DA TAPERA;31867;3120;1008;0;104;0;244;32;0;0;38;1500;153;16;0;19;2;0;0;0;0;1;3
AL;SAO LUIS DO QUITUNDE;34239;3217;1262;0;193;1;173;61;0;0;25;1084;78;135;0;161;40;1;0;0;0;0;3
AL;SAO MIGUEL DOS CAMPOS;59077;11455;4559;0;473;80;577;203;2;0;160;3881;705;153;0;386;239;0;0;0;0;1;36
AL;SAO MIGUEL DOS MILAGRES;7709;684;247;0;23;0;46;21;0;0;2;278;42;5;0;12;4;0;0;0;0;0;4
AL;SAO SEBASTIAO;33826;4853;1181;0;147;16;235;22;0;0;42;2337;622;108;0;95;45;0;0;0;0;1;2
AL;SATUBA;15737;1336;752;0;65;29;74;33;0;0;16;288;4;22;0;20;30;0;0;0;0;0;3
AL;SENADOR RUI PALMEIRA;13765;1330;259;0;33;0;124;11;0;0;19;817;45;11;0;10;0;0;0;0;0;1;0
AL;TANQUE D'ARCA;6374;752;188;0;12;1;30;31;0;0;17;433;21;7;0;10;2;0;0;0;0;0;0
AL;TAQUARANA;19725;2724;596;0;92;2;159;41;0;0;51;1557;172;27;0;18;6;0;0;0;0;0;3
AL;TEOTONIO VILELA;43605;5467;1621;0;198;36;297;75;2;0;85;2148;513;172;0;213;84;0;0;0;0;0;23
AL;TRAIPU;27488;2068;414;0;88;0;116;12;0;0;16;1314;83;14;0;9;2;0;0;0;0;0;0
AL;UNIAO DOS PALMARES;65495;11794;3485;0;478;19;641;165;0;0;210;5778;562;167;0;219;51;0;0;0;0;2;17
AL;VICOSA;26289;3876;1259;0;127;8;228;67;0;0;16;1912;112;48;0;69;15;2;0;0;0;0;13
AM;ALVARAES;15166;431;9;0;7;0;18;0;0;0;0;292;102;3;0;0;0;0;0;0;0;0;0
AM;AMATURA;10436;225;2;0;2;0;6;2;0;0;0;136;76;1;0;0;0;0;0;0;0;0;0
AM;ANAMA;11636;96;4;0;0;0;4;1;0;1;0;69;14;3;0;0;0;0;0;0;0;0;0
AM;ANORI;18351;355;12;0;4;0;28;3;0;0;0;227;78;3;0;0;0;0;0;0;0;0;0
AM;APUI;19860;2142;150;0;101;3;174;23;0;0;1;1248;406;22;0;3;5;0;0;0;0;3;3
AM;ATALAIA DO NORTE;17174;312;7;0;1;0;18;4;0;0;0;182;99;1;0;0;0;0;0;0;0;0;0
AM;AUTAZES;35554;1381;143;0;28;0;76;20;1;3;4;790;291;13;0;1;0;0;0;0;0;10;1
AM;BARCELOS;27110;689;53;0;11;0;45;8;0;1;1;372;197;0;0;0;0;0;0;0;0;0;1
AM;BARREIRINHA;29737;423;3;0;5;0;16;1;0;0;0;281;115;0;0;0;0;0;0;0;0;2;0
AM;BENJAMIN CONSTANT;37564;1115;36;0;11;0;25;13;0;0;4;591;427;3;0;0;0;0;0;0;0;4;1
AM;BERURI;17332;281;9;0;0;0;24;0;0;0;0;200;47;0;0;0;0;0;0;0;0;1;0
AM;BOA VISTA DO RAMOS;16820;253;5;0;2;0;12;1;0;0;0;188;44;1;0;0;0;0;0;0;0;0;0
AM;BOCA DO ACRE;32792;1970;376;0;43;10;91;9;1;0;3;1068;334;6;0;5;19;0;0;0;0;5;0
AM;BORBA;38073;710;48;0;13;0;38;8;0;1;0;431;164;5;0;0;0;0;0;0;0;1;1
AM;CAAPIRANGA;12004;167;12;0;8;0;17;1;0;0;1;85;33;8;0;0;0;0;0;0;0;2;0
AM;CANUTAMA;14754;144;5;0;2;0;11;2;0;0;0;92;30;0;0;0;0;0;0;0;0;2;0
AM;CARAUARI;27405;1682;43;0;37;0;71;14;0;0;1;1125;388;1;0;0;0;0;0;0;0;1;1
AM;CAREIRO;35431;1338;227;0;57;1;146;79;0;2;34;630;89;53;0;4;8;0;0;0;0;6;2
AM;CAREIRO DA VARZEA;26722;299;75;0;13;0;21;36;0;1;24;64;20;38;0;0;0;0;0;0;1;5;1
AM;COARI;81325;8453;434;0;117;2;298;56;0;5;4;5374;2122;12;0;1;0;0;0;0;0;22;6
AM;CODAJAS;25696;471;17;0;7;0;29;5;0;1;0;333;74;4;0;0;0;0;0;0;0;0;1
AM;EIRUNEPE;33127;1213;72;0;28;0;66;10;0;0;1;653;378;5;0;0;0;0;0;0;0;0;0
AM;ENVIRA;18051;306;6;0;15;0;24;4;0;0;0;194;59;4;0;0;0;0;0;0;0;0;0
AM;FONTE BOA;21859;1054;12;0;11;0;29;5;0;1;0;805;190;0;0;1;0;0;0;0;0;0;0
AM;GUAJARA;15291;120;25;0;0;0;45;1;0;0;0;37;6;5;0;0;0;0;0;0;0;0;1
AM;HUMAITA;49137;4786;741;0;142;19;285;43;0;4;4;2122;1357;15;0;9;23;0;0;0;0;14;8
AM;IPIXUNA;25362;26;5;0;2;0;9;3;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0
AM;IRANDUBA;44503;3960;968;0;215;7;449;145;2;16;20;1686;325;71;0;9;29;0;0;0;0;8;10
AM;ITACOATIARA;94278;18876;2465;0;362;32;754;147;0;19;34;8825;5963;142;0;22;62;0;1;0;0;40;8
AM;ITAMARATI;8232;216;2;0;4;0;12;2;0;0;0;163;33;0;0;0;0;0;0;0;0;0;0
AM;ITAPIRANGA;8774;514;92;0;14;3;38;2;0;0;1;282;69;6;0;0;4;0;0;0;0;3;0
AM;JAPURA;6083;160;2;0;4;0;8;2;0;0;0;115;28;1;0;0;0;0;0;0;0;0;0
AM;JURUA;12408;290;1;0;6;0;16;1;0;0;0;205;58;2;0;0;0;0;0;0;0;1;0
AM;JUTAI;17376;446;4;0;2;0;19;1;0;1;0;354;65;0;0;0;0;0;0;0;0;0;0
AM;LABREA;41600;1368;103;0;28;0;91;13;0;0;1;800;321;5;0;0;0;0;0;0;0;4;2
AM;MANACAPURU;91795;11499;2051;0;295;17;802;273;0;3;70;5609;2186;79;0;4;62;0;1;0;0;32;15
AM;MANAQUIRI;26530;353;41;0;12;0;40;9;0;1;5;197;31;7;0;0;0;0;0;0;0;10;0
AM;MANAUS;1982177;581179;311179;0;16470;2562;63969;23325;34;1343;2905;121656;11947;7718;0;1947;11295;6;66;0;58;580;4119
AM;MANICORE;51331;1361;69;0;35;1;78;9;0;1;1;680;472;12;0;1;0;0;0;0;0;1;1
AM;MARAA;18310;336;4;0;4;0;15;5;0;0;0;218;88;0;0;0;0;0;0;0;0;2;0
AM;MAUES;57663;3785;266;0;38;0;147;40;0;6;2;2080;1183;16;0;1;0;0;0;0;0;3;3
AM;NHAMUNDA;19792;381;7;0;7;0;5;2;0;0;0;225;134;1;0;0;0;0;0;0;0;0;0
AM;NOVA OLINDA DO NORTE;33829;886;29;0;15;0;38;7;0;1;6;511;265;8;0;1;0;0;0;0;0;4;1
AM;NOVO AIRAO;16719;904;211;0;26;18;74;23;0;0;6;447;84;11;0;0;0;0;0;0;0;3;1
AM;NOVO ARIPUANA;23486;579;22;0;21;0;26;0;0;0;2;388;112;7;0;1;0;0;0;0;0;0;0
AM;PARINTINS;109225;14135;1111;0;146;3;311;80;0;3;5;7269;5140;22;0;0;8;0;3;0;0;25;9
AM;PAUINI;19149;118;9;0;2;0;9;3;0;0;1;75;17;1;0;0;0;0;0;0;0;1;0
AM;PRESIDENTE FIGUEIREDO;30978;4682;1320;0;255;53;586;163;0;3;47;1656;341;73;0;33;129;0;0;0;1;6;16
AM;RIO PRETO DA EVA;28999;2738;553;0;129;8;380;74;0;7;13;1304;187;68;0;1;2;0;0;0;0;2;10
AM;SANTA ISABEL DO RIO NEGRO;20986;310;10;0;7;0;13;5;0;0;2;185;85;3;0;0;0;0;0;0;0;0;0
AM;SANTO ANTONIO DO ICA;24327;710;4;0;6;0;18;3;0;0;0;530;149;0;0;0;0;0;0;0;0;0;0
AM;SAO GABRIEL DA CACHOEIRA;41575;2575;1064;0;71;1;280;59;0;0;11;637;412;25;0;6;0;0;1;0;0;5;3
AM;SAO PAULO DE OLIVENCA;34963;792;6;0;4;0;16;6;0;0;0;590;165;5;0;0;0;0;0;0;0;0;0
AM;SAO SEBASTIAO DO UATUMA;12115;198;9;0;5;0;4;0;0;0;0;147;30;0;0;0;0;0;0;0;0;3;0
AM;SILVES;8946;275;35;0;10;0;23;10;0;0;5;149;38;3;0;0;0;0;0;0;0;2;0
AM;TABATINGA;58314;5910;715;0;63;0;145;84;0;3;8;2928;1945;3;0;2;0;0;1;0;0;8;5
AM;TAPAUA;18383;385;23;0;3;0;22;4;0;1;0;224;104;2;0;0;0;0;0;0;0;2;0
AM;TEFE;62885;8696;756;0;65;2;287;57;0;1;18;5030;2408;11;0;6;3;1;0;0;0;48;3
AM;TONANTINS;18162;380;2;0;3;0;8;3;0;0;0;261;101;1;0;0;0;0;0;0;0;1;0
AM;UARINI;12801;363;2;0;10;0;9;1;0;0;0;292;46;2;0;0;0;0;0;0;0;1;0
AM;URUCARA;17367;593;17;0;14;0;38;2;0;0;3;366;147;2;0;0;0;0;0;0;0;4;0
AM;URUCURITUBA;20091;454;15;0;5;0;15;5;0;1;0;309;95;2;0;0;0;0;0;0;0;7;0
AP;AMAPA;8483;467;187;0;8;0;29;18;0;3;1;185;33;2;0;0;0;0;0;0;0;1;0
AP;CALCOENE;9793;528;148;0;18;0;34;9;0;0;2;283;26;3;0;3;0;0;0;0;0;0;2
AP;CUTIAS;5173;132;41;0;3;0;8;5;0;0;2;65;8;0;0;0;0;0;0;0;0;0;0
AP;FERREIRA GOMES;6525;440;212;0;4;0;39;12;0;0;2;146;17;1;0;1;0;0;0;0;0;0;6
AP;ITAUBAL;4722;99;20;0;5;0;4;2;0;1;0;61;1;5;0;0;0;0;0;0;0;0;0
AP;LARANJAL DO JARI;43832;3661;1002;0;86;0;167;68;0;7;6;1824;469;11;0;3;5;0;0;0;0;3;10
AP;MACAPA;437256;121519;52922;0;2752;174;13752;2984;13;553;315;38673;6739;689;0;762;370;30;7;0;3;148;633
AP;MAZAGAO;18739;772;288;0;52;0;44;19;0;7;13;284;42;19;0;0;2;0;0;0;0;2;0
AP;OIAPOQUE;22986;2276;700;0;60;5;179;29;0;51;4;1023;187;15;0;3;7;0;0;0;0;2;11
AP;PEDRA BRANCA DO AMAPARI;12828;511;193;0;30;0;57;36;0;0;6;155;19;7;0;4;2;0;0;0;0;1;1
AP;PORTO GRANDE;18708;1447;500;0;34;1;76;66;0;3;5;635;95;15;0;6;8;0;0;0;0;1;2
AP;PRACUUBA;4277;73;27;0;3;0;5;3;0;0;1;30;1;2;0;1;0;0;0;0;0;0;0
AP;SANTANA;108897;19717;7768;0;598;68;1860;414;1;84;46;6560;1663;143;0;108;315;20;0;0;1;19;49
AP;SERRA DO NAVIO;4761;393;215;0;8;0;23;31;0;0;3;92;16;3;0;1;0;0;0;0;0;0;1
AP;TARTARUGALZINHO;14292;381;99;0;15;0;24;17;0;1;5;203;14;1;0;1;0;0;0;0;0;0;1
AP;VITORIA DO JARI;13724;218;64;0;2;0;14;1;0;0;0;107;28;1;0;0;1;0;0;0;0;0;0
BA;ABAIRA;9132;1463;582;0;54;0;174;17;0;0;21;560;35;16;0;1;0;0;0;0;0;0;3
BA;ABARE;18989;1931;422;0;53;0;170;12;0;0;31;1170;37;25;0;7;1;0;0;0;0;2;1
BA;ACAJUTIBA;15615;1918;548;0;74;0;107;27;0;0;17;943;172;18;0;10;0;0;0;0;0;1;1
BA;ADUSTINA;16929;1252;191;0;15;0;43;4;0;0;7;846;130;13;0;0;0;0;0;0;0;2;1
BA;AGUA FRIA;16871;1512;525;0;21;0;63;32;0;0;20;772;30;39;0;6;0;0;0;0;0;0;4
BA;AIQUARA;4767;370;128;0;4;0;34;11;0;0;5;175;4;6;0;3;0;0;0;0;0;0;0
BA;ALAGOINHAS;152570;43946;19918;0;1288;200;2911;1017;11;5;316;12640;3822;538;1;652;281;5;0;0;0;32;309
BA;ALCOBACA;23176;2862;899;0;47;1;259;38;0;1;8;1265;265;30;0;39;0;0;0;0;0;3;7
BA;ALMADINA;6327;480;232;0;16;0;38;10;0;0;0;166;9;5;0;3;0;0;0;0;0;1;0
BA;AMARGOSA;37081;7725;3160;0;265;12;614;168;0;0;67;2885;385;82;0;47;12;0;0;0;0;5;23
BA;AMELIA RODRIGUES;26477;4671;1852;0;184;75;209;195;0;0;107;1422;445;31;0;62;82;1;0;0;1;2;3
BA;AMERICA DOURADA;16884;1426;571;0;27;0;100;5;0;0;18;652;39;9;0;3;0;0;0;0;0;1;1
BA;ANAGE;20698;1909;735;0;89;2;163;27;0;1;71;721;45;45;0;8;0;0;0;0;0;0;2
BA;ANDARAI;14738;1002;300;0;32;0;86;14;0;0;7;510;23;22;0;5;0;0;0;0;0;1;2
BA;ANDORINHA;14936;2012;667;0;72;6;207;15;0;0;15;947;30;41;0;7;4;0;0;0;0;0;1
BA;ANGICAL;14762;1465;373;0;30;8;145;7;0;0;11;798;57;23;0;7;4;0;0;0;0;1;1
BA;ANGUERA;11113;879;272;0;19;2;44;36;0;0;6;457;21;14;0;6;2;0;0;0;0;0;0
BA;ANTAS;18744;1645;398;0;29;0;97;14;0;0;9;912;157;11;0;15;0;0;0;0;0;0;3
BA;ANTONIO CARDOSO;12206;1000;287;0;3;4;32;19;0;0;36;569;18;18;0;5;9;0;0;0;0;0;0
BA;ANTONIO GONCALVES;11973;1116;373;0;24;3;76;11;0;0;9;560;34;11;0;2;10;0;0;0;0;0;3
BA;APORA;18976;2029;527;0;37;0;74;40;0;0;27;1118;151;31;0;18;1;0;0;0;0;0;5
BA;APUAREMA;7795;699;173;0;28;0;55;23;0;0;7;382;22;8;0;1;0;0;0;0;0;0;0
BA;ARACAS;12351;1578;660;0;62;1;101;39;0;2;19;559;89;31;0;10;1;0;0;0;0;2;2
