UF;MUNICIPIO;POPULACAO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
GO;ITAPACI;20161;7538;3037;0;185;23;659;69;0;27;24;2513;603;82;0;277;31;0;0;0;1;0;7
GO;ITAPIRAPUA;7264;2798;1005;0;55;2;273;59;0;29;5;1070;184;12;0;98;4;0;0;0;0;0;2
GO;ITAPURANGA;26695;14922;5641;0;371;30;1327;169;0;33;24;4920;1740;71;0;538;44;0;0;0;0;0;14
GO;ITARUMA;6700;1693;630;0;89;8;267;39;0;9;17;464;96;14;0;48;9;0;0;0;0;0;3
GO;ITAUCU;8893;2701;1380;0;116;6;351;47;0;6;8;490;185;10;0;93;7;0;0;0;0;0;2
GO;ITUMBIARA;98484;73710;34396;0;2039;1869;6983;1473;0;293;207;14719;7237;438;0;1862;1745;1;5;0;7;9;427
GO;IVOLANDIA;2651;500;207;0;7;4;55;13;0;3;4;178;16;1;0;11;1;0;0;0;0;0;0
GO;JANDAIA;6291;2371;1007;0;103;17;269;46;0;17;6;644;94;15;0;109;41;0;0;0;0;0;3
GO;JARAGUA;45291;18558;8005;0;406;51;1842;251;0;175;38;4416;2431;40;0;807;69;0;1;0;1;1;24
GO;JATAI;93759;61058;25041;0;2180;669;7083;1129;0;106;127;14218;7294;220;0;1454;1228;3;2;0;0;9;295
GO;JAUPACI;3044;972;358;0;27;2;88;15;0;0;5;417;20;7;0;29;4;0;0;0;0;0;0
GO;JESUPOLIS;2411;475;237;0;17;1;43;10;0;1;2;123;19;7;0;15;0;0;0;0;0;0;0
GO;JOVIANIA;7374;3199;1299;0;129;64;339;41;0;3;15;818;299;23;0;81;80;0;0;0;0;1;7
GO;JUSSARA;19458;12412;4154;0;392;36;1021;172;0;71;18;4379;1627;20;0;464;41;0;2;0;0;0;15
GO;LAGOA SANTA;1377;336;130;0;11;1;66;8;0;3;3;86;8;6;0;12;1;0;0;0;0;0;1
GO;LEOPOLDO DE BULHOES;8133;2073;799;0;139;53;246;38;0;4;15;604;65;7;0;43;56;0;0;0;0;0;4
GO;LUZIANIA;188181;53049;26384;0;2265;483;3877;1051;0;104;183;10991;2912;441;0;3577;655;16;6;2;6;11;85
GO;MAIRIPOTABA;2433;969;450;0;23;1;107;20;0;6;4;276;49;4;0;29;0;0;0;0;0;0;0
GO;MAMBAI;7596;1450;548;0;69;27;151;20;0;2;4;458;80;17;0;29;43;0;0;0;0;0;2
GO;MARA ROSA;10610;3837;1411;0;131;20;478;56;0;58;8;1303;229;16;0;111;10;0;0;0;0;0;6
GO;MARZAGAO;2169;856;411;0;28;5;74;19;0;1;2;196;75;3;0;33;6;0;0;0;0;0;3
GO;MATRINCHA;4510;1292;288;0;36;10;119;16;0;5;4;661;92;6;0;27;25;0;0;0;0;0;3
GO;MAURILANDIA;12513;4864;1669;0;382;148;356;77;0;3;19;1016;437;111;0;207;433;0;0;0;0;1;5
GO;MIMOSO DE GOIAS;2730;299;132;0;9;2;36;14;0;0;4;79;9;4;0;9;1;0;0;0;0;0;0
GO;MINACU;31384;15595;4888;0;453;66;1501;256;0;92;50;5659;2236;42;0;239;73;0;0;0;1;3;36
GO;MINEIROS;58062;32852;12611;0;1254;244;3975;520;0;64;92;8960;4056;161;0;462;353;0;3;0;1;8;88
GO;MOIPORA;1744;449;233;0;6;0;57;2;0;0;0;133;9;2;0;4;1;0;0;0;0;0;2
GO;MONTE ALEGRE DE GOIAS;8166;716;246;0;23;2;92;12;0;1;3;284;32;5;0;12;4;0;0;0;0;0;0
GO;MONTES CLAROS DE GOIAS;8210;2944;979;0;80;9;301;54;0;6;15;1202;149;26;0;99;22;0;0;0;0;0;2
GO;MONTIVIDIU;11611;5173;2305;0;353;146;579;93;0;4;23;1006;187;67;0;148;248;0;0;0;0;1;13
GO;MONTIVIDIU DO NORTE;4325;887;261;0;21;0;109;20;0;6;1;411;22;19;0;17;0;0;0;0;0;0;0
GO;MORRINHOS;43792;25127;10362;0;765;128;2014;353;0;96;49;6291;3794;119;0;956;168;0;1;0;2;2;27
GO;MORRO AGUDO DE GOIAS;2387;938;385;0;23;0;73;8;0;1;5;402;22;3;0;16;0;0;0;0;0;0;0
GO;MOSSAMEDES;4940;1435;706;0;36;0;139;29;0;18;9;431;28;4;0;32;0;0;0;0;0;0;3
GO;MOZARLANDIA;14360;6197;1998;0;134;16;522;54;0;53;15;2439;606;35;0;172;149;0;0;0;0;0;4
GO;MUNDO NOVO;6180;1417;526;0;30;1;141;23;0;13;6;516;77;19;0;63;1;0;0;0;0;0;1
GO;MUTUNOPOLIS;3928;1316;412;0;25;0;123;11;0;11;3;617;65;13;0;33;1;0;0;0;0;0;2
GO;NAZARIO;8421;2366;1181;0;98;18;208;58;0;57;11;461;147;10;0;88;24;0;0;0;0;1;4
GO;NEROPOLIS;26364;11656;5328;0;540;79;1089;259;0;94;19;2817;954;29;0;375;45;0;0;0;0;1;27
GO;NIQUELANDIA;44540;16552;7352;0;588;287;1867;277;0;48;72;3265;1716;148;0;484;406;1;0;0;10;3;28
GO;NOVA AMERICA;2342;941;411;0;20;0;110;23;0;0;1;327;27;2;0;18;2;0;0;0;0;0;0
GO;NOVA AURORA;2155;931;376;0;36;0;150;20;0;0;5;298;29;4;0;12;1;0;0;0;0;0;0
GO;NOVA CRIXAS;12488;3131;1013;0;80;20;341;40;0;17;10;1170;273;37;0;95;29;0;0;0;0;1;5
GO;NOVA GLORIA;8633;2944;1193;0;74;12;238;49;0;54;5;1000;182;24;0;95;18;0;0;0;0;0;0
GO;NOVA IGUACU DE GOIAS;2926;811;304;0;22;3;61;15;0;1;7;317;54;5;0;19;3;0;0;0;0;0;0
GO;NOVA ROMA;3504;411;168;0;4;1;43;5;0;0;3;164;8;5;0;10;0;0;0;0;0;0;0
GO;NOVA VENEZA;8806;2897;1216;0;152;25;306;41;0;13;10;768;195;14;0;109;36;0;0;0;0;1;11
GO;NOVO BRASIL;3445;1354;456;0;24;0;123;37;0;6;6;573;87;1;0;41;0;0;0;0;0;0;0
GO;NOVO GAMA;103085;10465;6269;0;359;24;736;290;0;13;86;1935;205;110;0;386;24;3;2;0;1;1;21
GO;NOVO PLANALTO;4204;904;315;0;34;1;86;12;0;0;9;366;65;3;0;13;0;0;0;0;0;0;0
GO;ORIZONA;15024;6758;2868;0;204;29;987;128;0;36;42;1968;314;39;0;96;40;0;0;0;0;1;6
GO;OURO VERDE DE GOIAS;4062;1398;701;0;97;2;191;36;0;0;0;312;23;10;0;24;1;0;0;0;0;0;1
GO;OUVIDOR;5933;2340;1172;0;90;29;298;56;0;1;6;464;126;15;0;38;39;0;0;0;1;0;5
GO;PADRE BERNARDO;30059;6354;3175;0;468;31;788;250;0;1;30;926;333;92;0;186;46;1;2;0;4;2;19
GO;PALESTINA DE GOIAS;3482;935;291;0;22;1;125;17;0;0;18;389;35;9;0;26;2;0;0;0;0;0;0
GO;PALMEIRAS DE GOIAS;25437;11116;4727;0;352;100;1083;163;0;102;15;2797;1132;103;0;397;131;0;0;0;1;5;8
GO;PALMELO;2407;697;324;0;20;0;80;22;0;6;2;197;27;5;0;11;1;0;0;0;0;0;2
GO;PALMINOPOLIS;3656;1461;503;0;44;11;138;40;0;20;2;577;62;5;0;45;14;0;0;0;0;0;0
GO;PANAMA;2733;694;271;0;53;45;57;4;0;3;11;157;28;10;0;8;46;0;1;0;0;0;0
GO;PARANAIGUARA;9593;3464;1833;0;99;19;384;61;0;16;13;583;271;14;0;136;27;0;0;0;0;1;7
GO;PARAUNA;11175;4718;1731;0;160;26;541;93;0;70;21;1476;353;46;0;165;32;0;0;0;0;0;4
GO;PEROLANDIA;3074;865;340;0;54;23;119;22;0;1;8;145;26;7;0;45;75;0;0;0;0;0;0
GO;PETROLINA DE GOIAS;10545;3272;1522;0;153;27;338;37;0;5;5;863;203;20;0;65;30;0;0;0;0;0;4
GO;PILAR DE GOIAS;2703;582;237;0;20;0;77;16;0;0;8;197;6;7;0;12;0;0;0;0;1;0;1
GO;PIRACANJUBA;24708;12703;5309;0;419;84;1402;182;0;181;28;3475;1114;32;0;330;129;0;0;0;0;5;13
GO;PIRANHAS;11314;5108;1785;0;185;28;621;78;0;124;7;1614;284;38;0;295;42;0;0;0;0;1;6
GO;PIRENOPOLIS;24111;8730;4195;0;272;13;880;161;0;11;50;2525;414;36;0;126;16;1;0;0;1;3;26
GO;PIRES DO RIO;30232;16689;8089;0;533;89;1931;216;1;356;38;3660;1262;37;0;308;131;0;2;0;0;6;30
GO;PLANALTINA;86014;16637;8544;0;545;46;1236;457;0;86;55;3040;906;384;0;1213;81;3;1;0;1;6;33
GO;PONTALINA;17749;8397;3194;0;272;41;734;141;0;85;19;2481;1173;33;0;161;53;0;0;0;0;0;10
GO;PORANGATU;44265;25856;9155;0;642;210;2228;252;0;231;46;8289;3744;72;0;680;268;0;2;0;0;0;37
GO;PORTEIRAO;3577;872;376;0;86;9;83;18;0;2;9;156;57;12;0;35;23;0;0;0;0;1;5
GO;PORTELANDIA;3984;1140;488;0;42;13;164;17;0;2;30;283;62;4;0;19;16;0;0;0;0;0;0
GO;POSSE;33712;11926;5315;0;602;189;1453;197;0;33;42;2738;729;101;0;189;297;3;0;0;0;2;36
GO;PROFESSOR JAMIL;3401;787;372;0;35;1;76;20;0;4;4;227;23;5;0;19;1;0;0;0;0;0;0
GO;QUIRINOPOLIS;46187;28947;11477;0;946;236;2666;518;0;215;65;6846;3782;230;0;1139;759;3;2;0;0;3;60
GO;RIALMA;10899;6697;2936;0;293;82;571;98;0;80;24;1622;715;29;0;149;80;0;0;0;0;0;18
GO;RIANAPOLIS;4747;1993;825;0;73;24;158;15;0;24;5;652;134;6;0;54;18;0;0;0;0;1;4
GO;RIO QUENTE;3724;1512;712;0;46;0;149;29;0;6;18;332;91;57;0;64;2;0;1;0;0;1;4
GO;RIO VERDE;197048;113359;47427;0;3571;2103;11709;2180;1;240;313;27482;11360;539;0;2240;3512;4;3;0;2;25;648
GO;RUBIATABA;19661;10287;4333;0;328;65;881;170;0;7;26;3010;881;70;0;423;79;0;0;0;0;0;14
GO;SANCLERLANDIA;7766;4113;1753;0;110;6;403;56;0;20;10;1249;316;9;0;168;8;0;1;0;1;0;3
GO;SANTA BARBARA DE GOIAS;6118;2064;1014;0;107;8;156;38;0;37;4;464;129;6;0;89;8;0;0;0;0;1;3
GO;SANTA CRUZ DE GOIAS;3144;528;279;0;7;0;67;20;0;2;2;134;2;4;0;11;0;0;0;0;0;0;0
GO;SANTA FE DE GOIAS;5073;1609;476;0;36;9;88;27;0;5;7;729;182;5;0;34;10;0;0;0;0;0;1
GO;SANTA HELENA DE GOIAS;37994;18986;8575;0;912;238;1809;351;0;54;50;3862;2062;223;0;499;303;4;1;0;0;3;40
GO;SANTA ISABEL;3814;871;283;0;9;3;60;12;0;2;8;409;54;5;0;19;5;0;0;0;0;1;1
GO;SANTA RITA DO ARAGUAIA;7599;3993;1065;0;133;16;488;80;0;7;17;1537;568;4;0;56;12;0;0;0;0;1;9
GO;SANTA RITA DO NOVO DESTINO;3301;425;201;0;25;2;41;14;0;0;9;101;13;9;0;9;1;0;0;0;0;0;0
GO;SANTA ROSA DE GOIAS;2823;1088;523;0;23;0;127;18;0;3;3;322;26;5;0;37;1;0;0;0;0;0;0
GO;SANTA TEREZA DE GOIAS;3923;1311;517;0;38;9;112;15;0;73;3;395;92;5;0;48;3;0;0;0;0;0;1
GO;SANTA TEREZINHA DE GOIAS;10142;3531;1060;0;98;2;259;26;0;6;11;1579;392;20;0;69;4;0;1;0;0;0;4
GO;SANTO ANTONIO DA BARRA;4644;1054;500;0;42;0;90;11;0;1;12;322;39;18;0;17;1;0;0;0;0;0;1
GO;SANTO ANTONIO DE GOIAS;5253;1987;967;0;74;14;203;68;0;15;10;409;65;13;0;125;18;0;0;0;1;1;4
GO;SANTO ANTONIO DO DESCOBERTO;67993;9116;4241;0;313;16;564;309;10;5;41;2296;663;202;0;423;17;1;0;0;1;6;8
GO;SAO DOMINGOS;12016;1582;510;0;40;11;158;21;0;1;6;631;151;21;0;14;17;0;0;0;0;1;0
GO;SAO FRANCISCO DE GOIAS;6315;1758;784;0;47;1;194;32;0;9;7;514;98;8;0;59;2;0;0;0;0;0;3
GO;SAO JOAO D'ALIANCA;11467;2109;1051;0;117;20;277;61;0;6;8;412;46;18;0;67;25;0;0;0;0;0;1
GO;SAO JOAO DA PARAUNA;1649;721;285;0;22;1;65;17;0;8;1;267;27;2;0;25;1;0;0;0;0;0;0
GO;SAO LUIS DE MONTES BELOS;31832;18758;8642;0;400;37;1705;214;0;197;35;5057;1569;79;0;737;60;0;0;0;0;0;26
GO;SAO LUIZ DO NORTE;4884;1234;474;0;46;7;122;23;0;5;7;354;83;17;0;89;7;0;0;0;0;0;0
GO;SAO MIGUEL DO ARAGUAIA;22773;9390;3301;0;327;63;1156;120;0;80;13;2611;1118;63;0;454;72;0;0;0;0;0;12
GO;SAO MIGUEL DO PASSA QUATRO;3935;1183;475;0;49;2;126;21;0;4;3;437;32;4;0;24;4;0;0;0;0;0;2
GO;SAO PATRICIO;2054;651;231;0;13;7;50;17;0;5;0;243;51;5;0;23;5;0;0;0;0;0;1
GO;SAO SIMAO;18493;7249;3120;0;221;88;657;150;0;59;34;1605;764;62;0;324;140;1;0;0;0;3;21
GO;SENADOR CANEDO;95018;35175;15828;0;750;358;1754;622;0;488;75;11391;2002;77;0;1214;550;0;1;0;10;3;52
GO;SERRANOPOLIS;7962;2281;951;0;104;24;408;57;0;0;12;447;102;22;0;108;38;0;0;0;0;0;8
GO;SILVANIA;19976;8523;3698;0;383;51;1134;135;0;14;30;2122;551;41;0;254;90;0;2;0;0;0;18
GO;SIMOLANDIA;6773;1706;702;0;116;7;175;21;0;4;3;502;113;8;0;46;9;0;0;0;0;0;0
GO;SITIO D'ABADIA;2941;353;158;0;10;0;55;8;0;0;1;105;5;8;0;3;0;0;0;0;0;0;0
GO;TAQUARAL DE GOIAS;3628;1153;577;0;26;0;127;24;0;2;6;289;58;6;0;35;0;0;0;0;0;0;3
GO;TERESINA DE GOIAS;3213;344;168;0;13;0;34;15;0;0;1;87;16;2;0;7;0;0;0;0;0;0;1
GO;TEREZOPOLIS DE GOIAS;7132;1903;892;0;91;17;175;40;0;4;2;436;80;19;0;124;18;0;0;0;0;0;5
GO;TRES RANCHOS;2895;1215;618;0;49;12;132;29;0;1;11;232;45;5;0;59;11;0;0;0;2;1;8
GO;TRINDADE;113447;44768;20125;0;1080;123;2544;703;4;788;56;13703;3317;124;0;1935;167;1;3;0;0;21;74
GO;TROMBAS;3553;984;261;0;29;0;87;7;0;3;3;514;50;11;0;19;0;0;0;0;0;0;0
GO;TURVANIA;4897;1847;820;0;66;12;175;26;0;13;3;568;72;8;0;77;6;0;0;0;0;0;1
GO;TURVELANDIA;4751;914;444;0;45;11;103;16;0;1;6;178;35;17;0;36;22;0;0;0;0;0;0
GO;UIRAPURU;2986;694;251;0;17;0;66;32;0;3;9;269;32;7;0;8;0;0;0;0;0;0;0
GO;URUACU;38854;22616;9013;0;565;210;1760;254;0;64;34;6274;2729;84;0;1263;295;0;2;0;8;6;55
GO;URUANA;14184;6849;2769;0;269;8;727;126;0;55;5;2035;613;10;0;213;17;0;0;0;0;1;1
GO;URUTAI;3153;924;449;0;24;0;111;21;0;14;1;248;19;7;0;25;1;0;0;0;0;2;2
GO;VALPARAISO DE GOIAS;146694;30489;18468;0;625;76;2129;654;0;45;195;4663;416;203;0;2864;97;0;2;0;2;6;44
GO;VARJAO;3798;1557;650;0;43;1;156;20;0;7;0;569;65;5;0;39;2;0;0;0;0;0;0
GO;VIANOPOLIS;13227;6731;3305;0;480;71;882;166;0;16;26;1245;166;36;0;221;103;0;1;0;1;0;12
GO;VICENTINOPOLIS;7933;3728;1230;0;181;144;330;42;0;6;13;1010;316;50;0;168;231;0;0;0;0;0;7
GO;VILA BOA;5246;541;239;0;17;3;52;9;0;0;3;159;18;19;0;5;16;0;0;0;0;0;1
GO;VILA PROPICIO;5460;508;237;0;16;1;60;24;0;0;11;111;12;16;0;18;1;0;0;0;0;1;0
MA;ACAILANDIA;107790;28754;6601;0;1225;121;2246;332;0;180;121;13263;3891;183;0;306;195;1;0;0;11;6;72
MA;AFONSO CUNHA;6197;441;33;0;4;0;20;1;0;0;2;333;44;3;0;0;1;0;0;0;0;0;0
MA;AGUA DOCE DO MARANHAO;12028;394;25;0;3;0;26;5;0;0;1;306;24;4;0;0;0;0;0;0;0;0;0
MA;ALCANTARA;21644;1164;212;0;47;0;68;21;0;0;13;736;47;17;0;0;0;0;0;0;0;0;3
MA;ALDEIAS ALTAS;25177;1899;222;0;42;1;57;9;0;0;5;1381;117;24;0;37;3;0;0;0;0;1;0
MA;ALTAMIRA DO MARANHAO;11564;824;144;0;19;0;50;2;0;0;3;510;94;2;0;0;0;0;0;0;0;0;0
MA;ALTO ALEGRE DO MARANHAO;25748;2578;381;0;39;6;94;11;0;6;23;1715;286;3;0;3;6;0;0;0;0;0;5
MA;ALTO ALEGRE DO PINDARE;31253;1869;255;0;38;0;114;3;0;2;10;1373;68;3;0;2;0;0;0;0;0;0;1
MA;ALTO PARNAIBA;10904;1321;87;0;61;5;107;17;0;0;2;778;238;7;0;4;8;0;0;0;0;0;7
MA;AMAPA DO MARANHAO;6669;369;82;0;11;0;21;1;0;0;2;218;32;2;0;0;0;0;0;0;0;0;0
MA;AMARANTE DO MARANHAO;39544;4989;279;0;97;0;243;14;0;4;4;3986;350;6;0;1;1;0;0;0;0;0;4
MA;ANAJATUBA;26339;2026;429;0;33;0;108;8;0;2;3;1332;100;7;0;2;0;0;0;0;0;0;2
MA;ANAPURUS;14815;1464;282;0;50;13;138;9;0;0;1;804;130;17;0;2;16;0;0;0;0;0;2
MA;APICUM-ACU;17474;522;81;0;14;0;61;3;0;0;8;306;45;3;0;1;0;0;0;0;0;0;0
MA;ARAGUANA;14658;740;139;0;9;1;34;2;0;2;0;496;43;7;0;4;1;0;0;0;0;0;2
MA;ARAIOSES;44317;1254;103;0;26;1;51;3;0;0;6;931;104;26;0;2;0;0;0;0;0;0;1
MA;ARAME;31867;3529;206;0;101;2;175;13;0;8;10;2616;386;3;0;3;3;0;0;0;0;0;3
MA;ARARI;28986;4571;713;0;83;4;191;27;0;10;6;2784;720;5;0;9;6;0;0;0;0;0;13
MA;AXIXA;11706;1468;172;0;16;0;98;6;0;1;6;1102;54;9;0;2;0;0;0;0;0;1;1
MA;BACABAL;101851;29873;5423;0;867;53;1591;249;0;214;85;16481;4534;85;0;129;77;2;0;0;0;10;73
MA;BACABEIRA;15982;1861;653;0;105;24;178;24;0;6;5;674;118;20;0;14;26;0;0;0;0;0;14
MA;BACURI;17164;670;147;0;10;0;46;6;0;0;7;381;70;3;0;0;0;0;0;0;0;0;0
MA;BACURITUBA;5440;419;13;0;3;0;12;0;0;0;0;356;30;5;0;0;0;0;0;0;0;0;0
MA;BALSAS;89126;37261;6101;0;1515;419;2927;253;0;43;43;18778;5926;104;0;337;688;4;2;0;1;4;116
MA;BARAO DE GRAJAU;18074;1938;248;0;69;3;104;13;0;1;2;1260;213;4;0;1;18;0;0;0;0;0;2
MA;BARRA DO CORDA;85022;20386;1882;0;585;26;1266;110;0;17;24;14019;2324;16;0;43;40;0;0;0;0;2;32
MA;BARREIRINHAS;58599;4170;472;0;78;3;661;62;0;5;5;2554;282;16;0;5;4;0;0;0;0;2;21
MA;BELA VISTA DO MARANHAO;10717;1361;382;0;42;1;69;6;0;0;4;773;77;4;0;3;0;0;0;0;0;0;0
MA;BELAGUA;7105;254;41;0;1;0;35;1;0;0;6;152;15;3;0;0;0;0;0;0;0;0;0
MA;BENEDITO LEITE;5510;151;25;0;6;0;11;1;0;0;3;98;6;1;0;0;0;0;0;0;0;0;0
MA;BEQUIMAO;20821;1792;189;0;80;0;93;6;0;0;10;1231;170;12;0;0;0;0;0;0;0;0;1
MA;BERNARDO DO MEARIM;6176;1063;81;0;27;0;36;2;0;1;1;768;145;1;0;0;0;0;0;0;0;0;1
MA;BOA VISTA DO GURUPI;8626;284;93;0;5;0;21;5;0;0;3;143;12;2;0;0;0;0;0;0;0;0;0
MA;BOM JARDIM;40134;4011;575;0;105;4;179;12;0;1;7;2851;241;6;0;14;10;0;0;0;0;1;5
MA;BOM JESUS DAS SELVAS;31320;2782;320;0;108;0;134;14;0;2;6;2065;123;5;0;1;3;0;0;0;0;0;1
MA;BOM LUGAR;15604;1420;148;0;25;0;73;10;0;0;10;1051;85;15;0;0;0;0;0;0;0;0;3
MA;BREJO;34754;2337;420;0;62;1;174;12;0;1;16;1407;216;15;0;4;3;0;0;0;0;0;6
MA;BREJO DE AREIA;4591;599;27;0;23;0;38;1;0;0;3;459;44;3;0;1;0;0;0;0;0;0;0
MA;BURITI;27697;2331;136;0;17;0;59;6;0;2;11;1856;224;17;0;2;0;0;0;0;0;0;1
MA;BURITI BRAVO;23238;2122;156;0;32;1;124;13;0;1;1;1678;107;6;0;0;1;0;0;0;0;0;2
MA;BURITICUPU;68626;9714;1304;0;419;17;447;34;0;7;40;6562;826;14;0;19;15;0;0;0;0;1;9
MA;BURITIRANA;15008;1426;135;0;20;0;90;7;0;8;2;1106;54;0;0;3;1;0;0;0;0;0;0
MA;CACHOEIRA GRANDE;8698;381;55;0;5;0;35;0;0;0;2;281;0;2;0;1;0;0;0;0;0;0;0
MA;CAJAPIO;10822;676;64;0;8;0;32;3;0;0;0;523;43;2;0;0;0;0;0;0;0;1;0
MA;CAJARI;18751;895;121;0;5;0;37;3;0;0;3;683;34;2;0;2;0;0;0;0;0;0;5
MA;CAMPESTRE DO MARANHAO;13808;1709;313;0;20;1;83;14;0;2;12;1097;134;9;0;19;2;0;0;0;0;0;3
MA;CANDIDO MENDES;19426;552;56;0;12;0;45;4;0;0;6;401;25;2;0;1;0;0;0;0;0;0;0
MA;CANTANHEDE;21125;1480;308;0;21;0;72;10;0;2;3;896;160;5;0;2;0;0;0;0;0;0;1
MA;CAPINZAL DO NORTE;10729;1535;184;0;32;1;64;5;0;1;13;1085;143;2;0;3;1;0;0;0;0;0;1
MA;CAROLINA;23939;4093;526;0;65;3;324;43;0;4;2;2131;939;9;0;37;3;0;0;0;0;1;6
MA;CARUTAPERA;22811;1254;132;0;26;0;103;12;0;0;15;799;155;9;0;2;0;0;0;0;0;0;1
MA;CAXIAS;159396;40409;7101;0;822;57;1633;291;0;171;53;25299;4667;110;0;88;55;6;0;0;0;4;52
MA;CEDRAL;10414;615;62;0;8;0;46;3;0;0;0;442;48;6;0;0;0;0;0;0;0;0;0
MA;CENTRAL DO MARANHAO;8255;344;36;0;11;0;32;3;0;0;3;241;15;2;0;1;0;0;0;0;0;0;0
MA;CENTRO DO GUILHERME;12395;479;101;0;16;0;37;2;0;0;0;307;10;4;0;2;0;0;0;0;0;0;0
MA;CENTRO NOVO DO MARANHAO;20382;925;158;0;29;0;60;3;0;0;3;636;28;6;0;1;0;0;0;0;0;0;1
MA;CHAPADINHA;76217;14942;2139;0;336;19;824;89;0;45;37;9007;2328;14;0;46;24;0;0;0;0;2;32
MA;CIDELANDIA;14125;2123;347;0;35;1;105;12;0;2;10;1291;285;11;0;10;14;0;0;0;0;0;0
MA;CODO;119641;23069;2263;0;596;43;620;117;0;21;29;16218;2996;40;0;35;69;0;0;0;1;6;15
MA;COELHO NETO;47821;7866;526;0;99;5;169;46;1;5;14;6062;869;48;0;15;3;0;0;0;0;1;3
MA;COLINAS;39915;6029;541;0;133;4;331;26;0;2;12;4527;403;18;0;13;8;0;0;0;0;0;11
MA;CONCEICAO DO LAGO-ACU;15313;710;93;0;16;0;56;6;0;1;4;495;38;1;0;0;0;0;0;0;0;0;0
MA;COROATA;63154;7746;1017;0;190;3;280;65;0;1;37;5300;818;10;0;10;4;0;0;0;0;1;10
MA;CURURUPU;31149;1637;236;0;26;0;96;9;1;0;10;1135;110;7;0;0;0;0;0;0;0;5;2
MA;DAVINOPOLIS;12646;1831;322;0;56;1;52;11;0;104;3;1093;179;4;0;2;4;0;0;0;0;0;0
MA;DOM PEDRO;22844;6753;776;0;416;11;488;30;0;5;14;4092;829;36;0;26;15;0;0;0;0;3;12
MA;DUQUE BACELAR;10942;633;42;0;2;0;13;4;0;1;2;531;31;5;0;0;0;0;0;0;0;1;1
MA;ESPERANTINOPOLIS;17460;3873;209;0;88;9;109;12;0;0;18;3101;316;1;0;2;5;0;0;0;0;0;3
MA;ESTREITO;38932;6124;874;0;140;20;305;39;0;9;18;3472;1128;16;0;32;56;0;1;0;0;0;14
MA;FEIRA NOVA DO MARANHAO;8263;603;57;0;8;0;53;2;0;0;0;434;44;3;0;2;0;0;0;0;0;0;0
MA;FERNANDO FALCAO;9783;563;14;0;14;0;71;6;0;0;0;414;37;5;0;0;2;0;0;0;0;0;0
MA;FORMOSA DA SERRA NEGRA;18087;2202;146;0;29;1;273;16;0;0;4;1575;143;3;0;5;3;0;0;0;0;0;4
MA;FORTALEZA DOS NOGUEIRAS;12343;2678;276;0;72;3;229;18;0;0;4;1696;361;6;0;4;4;0;0;0;0;0;5
MA;FORTUNA;15212;2135;193;0;40;0;169;18;0;0;13;1558;138;1;0;0;0;0;0;0;0;0;5
MA;GODOFREDO VIANA;11046;474;51;0;11;0;40;2;0;0;9;327;22;10;0;1;0;0;0;0;0;0;1
MA;GONCALVES DIAS;17572;2030;323;0;55;0;103;10;0;2;4;1306;213;6;0;4;2;0;0;0;0;0;2
MA;GOVERNADOR ARCHER;10466;1285;153;0;26;1;52;4;0;0;8;907;127;6;0;1;0;0;0;0;0;0;0
MA;GOVERNADOR EDISON LOBAO;17094;2000;430;0;69;2;125;18;0;24;1;1141;161;9;0;16;2;0;0;0;0;0;2
MA;GOVERNADOR EUGENIO BARROS;16312;1765;251;0;49;2;116;8;0;5;10;1145;160;16;0;0;2;0;0;0;0;1;0
MA;GOVERNADOR LUIZ ROCHA;7532;832;68;0;21;0;79;5;0;0;3;604;45;5;0;2;0;0;0;0;0;0;0
MA;GOVERNADOR NEWTON BELLO;10113;868;117;0;17;1;41;2;0;1;1;642;41;1;0;2;1;0;0;0;0;0;1
MA;GOVERNADOR NUNES FREIRE;25262;2567;520;0;82;7;180;11;0;0;7;1550;188;3;0;7;5;0;0;0;0;0;7
MA;GRACA ARANHA;6151;1079;144;0;12;2;79;6;0;1;4;700;124;5;0;0;2;0;0;0;0;0;0
MA;GRAJAU;65078;12551;1418;0;453;82;1008;86;0;11;23;8162;1163;26;0;31;66;0;1;0;0;4;17
MA;GUIMARAES;11939;720;86;0;16;0;58;8;0;0;1;487;53;11;0;0;0;0;0;0;0;0;0
MA;HUMBERTO DE CAMPOS;27364;872;157;0;13;0;163;3;0;0;5;487;33;3;0;6;0;0;0;0;0;0;2
MA;ICATU;26014;1071;159;0;20;0;58;2;1;0;3;801;20;6;0;1;0;0;0;0;0;0;0
MA;IGARAPE DO MEIO;13347;1379;307;0;23;3;56;3;0;0;3;892;81;7;0;1;0;0;0;0;0;1;2
MA;IGARAPE GRANDE;11431;2087;185;0;69;0;47;24;0;5;8;1525;212;7;0;1;0;0;0;0;0;1;3
MA;IMPERATRIZ;251468;113349;32512;0;3412;310;7885;1617;0;4083;235;44725;15642;388;0;1629;424;7;3;0;1;22;454
MA;ITAIPAVA DO GRAJAU;14084;610;41;0;24;0;44;3;0;0;4;468;21;3;0;1;0;0;0;0;0;0;1
