UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
PE;MIRANDIBA;2104;588;0;134;5;183;16;0;0;6;1114;31;7;0;5;12;0;0;0;0;1;2
PE;MOREILANDIA;1627;332;0;70;0;139;9;0;0;4;1043;15;10;0;3;0;0;0;0;0;0;2
PE;MORENO;14398;6800;0;614;81;794;492;0;1;178;4759;101;240;0;114;122;0;0;0;37;5;60
PE;NAZARE DA MATA;5809;2705;0;256;12;323;187;0;2;21;1946;178;56;0;81;25;0;0;0;1;1;15
PE;OLINDA;127214;75279;0;3136;308;5958;4218;27;66;404;33377;843;1475;0;1104;505;13;6;0;2;47;446
PE;OROBO;4741;1720;0;175;7;336;113;0;0;192;1993;114;59;0;9;15;0;0;0;0;0;8
PE;OROCO;2472;452;0;76;0;131;8;0;0;2;1740;41;11;0;9;1;0;0;0;0;1;0
PE;OURICURI;18441;3855;0;660;33;1124;150;0;10;28;11733;501;94;0;152;49;4;0;0;0;2;46
PE;PALMARES;17942;5915;0;543;40;727;203;0;11;79;8106;1372;195;0;643;54;0;1;0;0;13;40
PE;PALMEIRINA;1073;299;0;26;0;50;5;0;0;15;613;45;8;0;4;5;0;0;0;0;3;0
PE;PANELAS;3218;1402;0;97;2;293;59;0;0;65;993;234;18;0;44;7;0;0;0;0;1;3
PE;PARANATAMA;1856;607;0;84;5;131;11;0;0;24;902;59;18;0;3;12;0;0;0;0;0;0
PE;PARNAMIRIM;4018;816;0;202;4;203;26;0;0;8;2583;130;20;0;17;8;0;0;0;0;1;0
PE;PASSIRA;5555;1453;0;237;5;347;106;0;1;100;3059;170;27;0;31;8;0;0;0;0;2;9
PE;PAUDALHO;10322;3775;0;606;43;482;346;0;0;34;4623;189;71;0;70;62;0;0;0;0;4;17
PE;PAULISTA;81538;49695;0;1524;188;3157;3679;0;38;313;20847;636;309;0;632;295;5;1;0;1;32;186
PE;PEDRA;2861;1001;0;160;0;286;47;0;1;44;1237;43;19;0;10;8;0;0;0;0;4;1
PE;PESQUEIRA;15194;5464;0;722;68;1139;246;0;3;85;6263;802;127;0;100;144;0;1;0;0;4;26
PE;PETROLANDIA;7356;2231;0;280;13;599;62;0;1;11;3591;403;67;0;54;26;0;0;0;0;2;16
PE;PETROLINA;106373;38028;0;3515;224;8196;1628;7;63;274;45856;5605;421;0;1321;820;14;1;0;3;29;368
PE;POCAO;2950;667;0;55;0;173;21;0;0;34;1875;100;11;0;12;0;0;0;0;0;0;2
PE;POMBOS;5794;1957;0;571;35;469;68;0;0;46;2112;391;43;0;53;29;0;0;0;0;3;17
PE;PRIMAVERA;1369;545;0;74;1;79;24;0;0;13;439;38;36;0;115;1;0;0;0;0;1;3
PE;QUIPAPA;2149;778;0;95;2;138;47;0;0;34;891;94;46;0;14;7;0;0;0;0;0;3
PE;QUIXABA;2014;333;0;47;4;279;15;0;0;17;1279;21;10;0;4;4;0;0;0;0;0;1
PE;RECIFE;625716;377587;0;19887;2889;37202;31592;11;464;2593;124942;4702;4260;0;6550;4640;37;50;0;213;323;7774
PE;RIACHO DAS ALMAS;5122;1661;0;295;19;346;79;1;1;76;2384;173;26;0;27;25;0;0;0;1;1;7
PE;RIBEIRAO;6963;3127;0;262;6;281;145;0;5;47;2694;106;98;0;170;11;0;0;0;0;1;10
PE;RIO FORMOSO;3326;1547;0;116;4;114;236;0;0;31;1027;32;65;0;125;23;0;0;0;0;3;3
PE;SAIRE;1833;676;0;113;1;137;33;0;0;11;773;57;17;0;8;5;0;0;0;0;0;2
PE;SALGADINHO;838;205;0;21;1;48;10;0;0;46;482;15;6;0;1;1;0;0;0;0;0;2
PE;SALGUEIRO;21048;6909;0;519;67;1369;222;0;37;48;10139;1261;63;0;213;136;1;1;0;1;15;47
PE;SALOA;2236;688;0;63;25;191;9;0;0;37;1109;48;11;0;9;44;0;0;0;0;0;2
PE;SANHARO;3602;1171;0;126;12;254;60;0;0;25;1606;267;32;0;18;26;0;1;0;0;1;3
PE;SANTA CRUZ;2471;362;0;161;1;150;7;0;0;6;1691;53;20;0;13;4;0;0;0;0;0;3
PE;SANTA CRUZ DA BAIXA VERDE;3135;521;0;211;20;194;27;0;0;10;2040;37;9;0;15;45;0;0;0;0;0;6
PE;SANTA CRUZ DO CAPIBARIBE;40945;11107;0;868;94;2877;706;0;14;413;17855;6184;59;0;449;144;1;0;0;0;0;174
PE;SANTA FILOMENA;2141;238;0;93;3;149;9;0;0;2;1576;32;26;0;8;4;0;0;0;0;0;1
PE;SANTA MARIA DA BOA VISTA;7249;1572;0;238;5;471;47;0;0;13;4663;123;55;0;44;15;0;0;0;0;0;3
PE;SANTA MARIA DO CAMBUCA;2674;777;0;185;5;129;21;0;0;114;1282;122;25;0;4;10;0;0;0;0;0;0
PE;SANTA TEREZINHA;2096;615;0;69;5;250;19;0;0;11;1014;93;10;0;3;4;0;0;0;0;1;2
PE;SAO BENEDITO DO SUL;1021;330;0;32;0;47;39;0;0;11;499;33;15;0;8;4;0;0;0;0;2;1
PE;SAO BENTO DO UNA;11649;2960;0;883;189;759;145;0;0;79;5524;543;92;0;60;388;0;0;0;0;1;26
PE;SAO CAITANO;8141;2783;0;320;26;331;130;0;3;189;3713;440;38;0;110;45;0;0;0;0;1;12
PE;SAO JOAO;3207;1059;0;110;3;184;39;0;1;39;1597;131;22;0;7;14;0;0;0;0;0;1
PE;SAO JOAQUIM DO MONTE;2921;989;0;86;1;203;34;0;0;34;1368;154;24;0;22;4;0;0;0;0;0;2
PE;SAO JOSE DA COROA GRANDE;2414;1114;0;74;3;125;61;0;0;18;796;88;30;0;92;5;0;0;0;0;2;6
PE;SAO JOSE DO BELMONTE;7297;2103;0;309;11;667;43;0;2;28;3795;218;32;0;45;32;0;0;0;0;5;7
PE;SAO JOSE DO EGITO;10943;3891;0;507;62;1021;136;0;0;53;4523;449;69;0;72;125;0;0;0;0;1;34
PE;SAO LOURENCO DA MATA;18638;9974;0;399;43;806;950;3;13;75;5474;141;446;0;202;71;0;0;0;0;10;31
PE;SAO VICENTE FERRER;3561;871;0;166;1;287;76;0;0;14;1947;168;18;0;7;0;0;0;0;0;0;6
PE;SERRA TALHADA;30185;9028;0;1572;191;2110;262;0;3;88;14516;1675;73;0;251;299;4;0;0;1;14;98
PE;SERRITA;2639;673;0;114;5;167;25;0;0;8;1527;77;12;0;15;8;0;0;0;0;3;5
PE;SERTANIA;12626;3168;0;437;21;670;120;0;0;53;7594;387;51;0;60;50;1;0;0;0;5;9
PE;SIRINHAEM;5161;2420;0;195;5;223;299;0;0;22;1546;80;80;0;265;12;0;0;0;0;1;13
PE;SOLIDAO;899;203;0;26;0;81;8;0;0;5;535;18;5;0;17;0;0;0;0;0;1;0
PE;SURUBIM;19672;6431;0;761;207;1472;282;0;4;674;8126;1137;68;0;179;272;0;1;0;0;5;53
PE;TABIRA;9530;2805;0;258;5;644;73;0;0;38;4782;652;31;0;204;22;0;0;0;0;1;15
PE;TACAIMBO;2341;770;0;82;2;160;48;0;0;33;1110;98;19;0;14;5;0;0;0;0;0;0
PE;TACARATU;2146;434;0;62;5;216;20;0;0;17;1200;165;13;0;9;5;0;0;0;0;0;0
PE;TAMANDARE;3241;1277;0;73;3;182;86;0;1;30;1301;135;21;0;118;3;0;0;0;0;5;6
PE;TAQUARITINGA DO NORTE;6507;2359;0;222;11;513;92;0;0;91;2419;643;28;0;81;19;0;0;0;0;1;28
PE;TEREZINHA;1171;300;0;25;0;83;8;0;0;5;699;31;6;0;6;5;0;0;0;0;0;3
PE;TERRA NOVA;2011;514;0;91;1;84;11;0;0;1;1253;38;12;0;4;2;0;0;0;0;0;0
PE;TIMBAUBA;24264;6515;0;694;48;1295;360;0;36;37;12720;2033;113;0;234;113;0;0;0;0;3;63
PE;TORITAMA;11948;4365;0;271;16;1051;185;0;1;78;4165;1571;28;0;100;23;0;1;0;0;4;89
PE;TRACUNHAEM;1591;638;0;48;1;59;66;0;0;23;700;24;18;0;11;1;0;0;0;0;0;2
PE;TRINDADE;8028;1598;0;371;160;475;59;0;2;34;4560;555;20;0;38;138;0;0;0;0;6;12
PE;TRIUNFO;5794;1204;0;226;9;504;55;0;1;17;3575;120;11;0;21;43;0;0;0;0;1;7
PE;TUPANATINGA;3398;751;0;137;4;258;19;0;0;44;2082;70;18;0;6;4;0;0;0;0;0;5
PE;TUPARETAMA;2866;823;0;125;17;175;32;0;0;21;1459;162;18;0;12;19;0;0;0;0;0;3
PE;VENTUROSA;2507;934;0;173;7;315;34;0;1;43;855;107;15;0;11;10;0;0;0;0;0;2
PE;VERDEJANTE;1669;453;0;82;3;86;14;0;0;8;956;36;15;0;7;8;0;0;0;0;1;0
PE;VERTENTE DO LERIO;2240;528;0;89;2;93;13;0;0;91;1360;41;16;0;2;1;0;0;0;0;1;3
PE;VERTENTES;4066;1542;0;174;1;260;72;0;1;96;1633;228;21;0;28;2;0;0;0;0;1;7
PE;VICENCIA;5388;2274;0;261;3;296;105;1;0;15;2159;140;73;0;46;11;0;0;0;0;0;4
PE;VITORIA DE SANTO ANTAO;42279;15294;0;2306;190;2441;804;1;5;134;16128;3835;320;0;415;262;0;0;0;0;9;135
PE;XEXEU;1579;642;0;68;6;57;32;0;1;10;636;61;43;0;18;3;0;0;0;0;0;2
PI;ACAUA;1030;108;0;60;0;114;7;0;0;7;711;12;9;0;0;2;0;0;0;0;0;0
PI;AGRICOLANDIA;1149;184;0;16;0;45;7;0;0;2;746;142;6;0;1;0;0;0;0;0;0;0
PI;AGUA BRANCA;8839;1320;0;164;7;397;54;0;5;16;5868;954;17;0;17;6;0;0;0;1;2;11
PI;ALAGOINHA DO PIAUI;857;234;0;52;0;142;3;0;0;3;360;54;4;0;5;0;0;0;0;0;0;0
PI;ALEGRETE DO PIAUI;454;121;0;70;0;32;3;0;0;5;193;25;4;0;0;1;0;0;0;0;0;0
PI;ALTO LONGA;1936;283;0;46;0;135;8;0;2;6;1335;98;18;0;2;0;0;0;0;0;2;1
PI;ALTOS;10088;2236;0;266;8;415;60;0;64;9;5978;967;39;0;21;11;0;0;0;0;5;9
PI;ALVORADA DO GURGUEIA;531;73;0;15;1;18;1;0;1;3;358;51;8;0;0;2;0;0;0;0;0;0
PI;AMARANTE;3216;502;0;81;8;171;21;0;33;13;2137;210;19;0;1;12;1;0;0;0;2;5
PI;ANGICAL DO PIAUI;1401;203;0;18;0;71;5;1;6;3;856;224;6;0;2;0;0;0;0;0;5;1
PI;ANISIO DE ABREU;1187;269;0;37;2;123;9;0;0;11;693;27;11;0;1;3;0;0;0;0;0;1
PI;ANTONIO ALMEIDA;515;67;0;26;1;36;2;0;0;3;335;39;5;0;1;0;0;0;0;0;0;0
PI;AROAZES;740;165;0;16;0;34;5;0;3;4;416;88;9;0;0;0;0;0;0;0;0;0
PI;AROEIRAS DO ITAIM;419;40;0;11;0;13;5;0;0;1;317;21;11;0;0;0;0;0;0;0;0;0
PI;ARRAIAL;545;66;0;13;0;29;4;0;1;2;401;24;4;0;0;0;0;0;0;0;1;0
PI;ASSUNCAO DO PIAUI;380;63;0;10;0;70;3;0;0;0;224;8;2;0;0;0;0;0;0;0;0;0
PI;AVELINO LOPES;1092;132;0;17;0;124;18;0;0;5;692;97;5;0;0;0;0;0;0;0;0;2
PI;BAIXA GRANDE DO RIBEIRO;1839;175;0;80;93;139;8;0;0;4;821;211;15;0;33;253;0;1;0;0;2;4
PI;BARRA D'ALCANTARA;680;78;0;22;0;43;6;0;1;1;395;130;2;0;1;0;0;0;0;0;0;1
PI;BARRAS;9621;1106;0;137;4;401;52;0;24;11;6348;1429;65;0;13;8;4;0;0;0;13;6
PI;BARREIRAS DO PIAUI;200;25;0;5;1;18;2;0;0;0;135;11;2;0;0;1;0;0;0;0;0;0
PI;BARRO DURO;1763;345;0;48;0;114;15;0;1;5;1074;150;3;0;1;0;0;0;0;0;4;3
PI;BATALHA;3134;504;0;76;1;213;28;0;11;3;1925;348;16;0;4;0;0;0;0;0;0;5
PI;BELA VISTA DO PIAUI;403;96;0;14;1;77;6;0;0;1;186;12;6;0;0;4;0;0;0;0;0;0
PI;BELEM DO PIAUI;269;87;0;24;0;18;3;0;0;1;119;14;2;0;1;0;0;0;0;0;0;0
PI;BENEDITINOS;1671;222;0;36;0;89;8;0;2;2;1101;196;12;0;2;0;0;0;0;0;0;1
PI;BERTOLINIA;901;148;0;21;8;64;4;0;0;7;582;42;9;0;5;11;0;0;0;0;0;0
PI;BETANIA DO PIAUI;667;95;0;22;0;111;2;0;0;8;417;7;4;0;1;0;0;0;0;0;0;0
PI;BOA HORA;771;92;0;21;0;56;2;1;0;1;510;80;7;0;0;0;0;0;0;0;1;0
PI;BOCAINA;993;216;0;11;0;92;6;0;2;7;574;81;3;0;0;0;0;0;0;0;0;1
PI;BOM JESUS;8120;1130;0;241;60;722;56;0;4;6;4714;1024;15;0;24;87;0;0;0;0;5;32
PI;BOM PRINCIPIO DO PIAUI;622;96;0;11;0;37;6;0;0;4;409;51;7;0;1;0;0;0;0;0;0;0
PI;BONFIM DO PIAUI;696;76;0;34;0;87;10;0;0;4;460;16;8;0;1;0;0;0;0;0;0;0
PI;BOQUEIRAO DO PIAUI;975;233;0;13;0;39;6;0;3;0;549;126;4;0;1;0;0;0;0;0;1;0
PI;BRASILEIRA;1527;274;0;26;1;67;3;0;11;5;743;383;9;0;3;1;0;0;0;0;1;0
PI;BREJO DO PIAUI;426;71;0;7;0;72;3;0;0;5;225;40;2;0;1;0;0;0;0;0;0;0
PI;BURITI DOS LOPES;2848;623;0;31;1;110;21;0;2;8;1767;258;21;0;1;0;0;0;0;0;1;4
PI;BURITI DOS MONTES;289;76;0;16;0;40;6;0;0;4;135;7;4;0;1;0;0;0;0;0;0;0
PI;CABECEIRAS DO PIAUI;1257;219;0;22;0;52;1;0;3;2;776;153;27;0;1;0;0;0;0;0;1;0
PI;CAJAZEIRAS DO PIAUI;377;24;0;7;0;22;1;0;2;0;291;27;3;0;0;0;0;0;0;0;0;0
PI;CAJUEIRO DA PRAIA;741;137;0;12;0;50;3;0;0;3;460;66;10;0;0;0;0;0;0;0;0;0
PI;CALDEIRAO GRANDE DO PIAUI;293;73;0;26;0;19;1;0;0;5;153;9;6;0;0;1;0;0;0;0;0;0
PI;CAMPINAS DO PIAUI;625;109;0;4;0;68;8;0;1;0;394;37;2;0;1;0;0;0;0;0;0;1
PI;CAMPO ALEGRE DO FIDALGO;485;111;0;22;0;75;6;0;0;5;236;28;2;0;0;0;0;0;0;0;0;0
PI;CAMPO GRANDE DO PIAUI;903;231;0;44;0;79;10;0;0;7;474;50;4;0;0;3;0;0;0;0;0;1
PI;CAMPO LARGO DO PIAUI;399;52;0;6;0;16;1;0;1;2;278;39;4;0;0;0;0;0;0;0;0;0
PI;CAMPO MAIOR;20751;3449;0;428;15;776;134;1;172;32;12034;3513;77;0;42;15;1;0;0;0;38;24
PI;CANAVIEIRA;143;17;0;2;0;15;1;0;0;1;101;4;1;0;1;0;0;0;0;0;0;0
PI;CANTO DO BURITI;4247;787;0;121;13;400;23;0;0;27;2548;277;21;0;9;13;0;0;0;0;0;8
PI;CAPITAO DE CAMPOS;1654;376;0;32;1;69;9;0;4;5;970;176;10;0;2;0;0;0;0;0;0;0
PI;CAPITAO GERVASIO OLIVEIRA;203;43;0;17;0;26;2;0;0;0;92;15;8;0;0;0;0;0;0;0;0;0
PI;CARACOL;1144;201;0;58;0;68;8;0;0;3;716;89;1;0;0;0;0;0;0;0;0;0
PI;CARAUBAS DO PIAUI;603;104;0;16;0;36;3;0;2;3;388;45;6;0;0;0;0;0;0;0;0;0
PI;CARIDADE DO PIAUI;338;76;0;12;0;33;1;0;0;2;199;8;5;0;1;0;0;0;0;0;0;1
PI;CASTELO DO PIAUI;3404;492;0;75;7;241;21;0;2;12;2266;254;16;0;2;9;0;0;0;0;2;5
PI;CAXINGO;515;79;0;9;0;28;2;0;0;1;355;33;7;0;1;0;0;0;0;0;0;0
PI;COCAL;3625;659;0;92;5;260;18;0;1;7;1882;668;16;0;2;7;0;0;0;0;2;6
PI;COCAL DE TELHA;818;151;0;12;0;23;2;1;4;2;484;135;4;0;0;0;0;0;0;0;0;0
PI;COCAL DOS ALVES;476;133;0;5;0;44;4;0;0;5;199;83;3;0;0;0;0;0;0;0;0;0
PI;COIVARAS;657;76;0;8;0;28;1;0;5;0;498;31;7;0;2;0;0;0;0;1;0;0
PI;COLONIA DO GURGUEIA;701;146;0;10;0;39;3;1;1;10;449;33;3;0;3;0;0;0;0;1;1;1
PI;COLONIA DO PIAUI;1097;167;0;15;0;67;9;0;1;6;773;53;6;0;0;0;0;0;0;0;0;0
PI;CONCEICAO DO CANINDE;385;83;0;15;3;55;0;0;1;1;210;8;3;0;0;6;0;0;0;0;0;0
PI;CORONEL JOSE DIAS;667;72;0;10;0;46;6;0;0;5;482;40;5;0;1;0;0;0;0;0;0;0
PI;CORRENTE;5465;577;0;106;10;322;44;0;3;6;3594;744;14;0;15;17;0;0;0;0;1;12
PI;CRISTALANDIA DO PIAUI;513;52;0;7;0;31;1;0;0;4;362;51;3;0;2;0;0;0;0;0;0;0
PI;CRISTINO CASTRO;1589;245;0;40;6;100;12;0;3;4;955;207;7;0;0;6;0;0;0;1;0;3
PI;CURIMATA;1577;147;0;30;4;95;8;0;0;1;1057;225;6;0;2;2;0;0;0;0;0;0
PI;CURRAIS;406;35;0;2;0;20;2;0;0;1;322;23;1;0;0;0;0;0;0;0;0;0
PI;CURRAL NOVO DO PIAUI;266;38;0;8;0;28;1;0;0;5;180;3;3;0;0;0;0;0;0;0;0;0
PI;CURRALINHOS;200;32;0;6;0;14;2;0;2;0;140;2;2;0;0;0;0;0;0;0;0;0
PI;DEMERVAL LOBAO;2808;625;0;65;10;138;24;0;35;2;1730;135;20;0;10;9;0;0;0;0;2;3
PI;DIRCEU ARCOVERDE;950;144;0;37;0;43;7;0;0;7;653;55;4;0;0;0;0;0;0;0;0;0
PI;DOM EXPEDITO LOPES;1610;511;0;73;12;114;43;0;0;9;674;138;6;0;12;14;2;0;0;0;0;2
PI;DOM INOCENCIO;609;53;0;37;0;96;7;0;0;15;377;12;9;0;0;0;0;0;0;0;0;3
PI;DOMINGOS MOURAO;263;42;0;4;0;30;1;0;0;1;154;25;5;0;0;0;0;0;0;0;0;1
PI;ELESBAO VELOSO;2991;514;0;67;0;236;19;0;7;3;1910;217;8;0;6;0;0;0;0;0;2;2
PI;ELISEU MARTINS;578;89;0;12;0;29;3;0;0;1;408;30;2;0;3;0;0;0;0;1;0;0
PI;ESPERANTINA;9933;1474;0;201;29;567;55;0;3;18;5852;1625;44;0;13;31;1;1;0;0;11;8
PI;FARTURA DO PIAUI;413;67;0;11;0;24;1;0;0;5;276;27;2;0;0;0;0;0;0;0;0;0
PI;FLORES DO PIAUI;406;94;0;11;0;36;1;0;4;4;240;13;3;0;0;0;0;0;0;0;0;0
PI;FLORESTA DO PIAUI;401;67;0;7;0;29;4;0;0;6;260;23;4;0;0;0;0;0;0;1;0;0
PI;FLORIANO;31967;7684;0;1096;120;2296;331;0;93;84;16657;3169;70;0;116;162;4;0;0;0;20;65
PI;FRANCINOPOLIS;695;73;0;17;0;47;5;0;1;8;460;81;2;0;0;0;0;0;0;1;0;0
PI;FRANCISCO AYRES;579;94;0;10;0;32;1;0;1;11;356;67;7;0;0;0;0;0;0;0;0;0
PI;FRANCISCO MACEDO;262;90;0;41;0;14;1;0;0;5;101;3;6;0;0;0;0;0;0;1;0;0
PI;FRANCISCO SANTOS;949;290;0;78;2;123;11;0;0;9;355;68;8;0;0;4;0;0;0;0;0;1
PI;FRONTEIRAS;2400;525;0;81;33;152;24;0;0;15;1391;108;9;0;15;42;0;0;0;3;1;1
PI;GEMINIANO;1221;209;0;33;1;46;20;0;0;10;793;94;9;0;1;3;0;0;0;1;1;0
PI;GILBUES;1208;116;0;7;10;59;8;0;0;3;855;128;7;0;3;10;0;0;0;0;0;2
PI;GUADALUPE;2947;572;0;83;4;240;18;0;5;16;1590;396;7;0;6;4;0;0;0;0;2;4
PI;GUARIBAS;465;39;0;7;0;34;7;0;0;0;371;3;4;0;0;0;0;0;0;0;0;0
PI;HUGO NAPOLEAO;789;167;0;8;0;33;0;0;2;1;515;60;2;0;0;0;0;0;0;0;0;1
PI;ILHA GRANDE;1500;199;0;14;0;41;8;0;6;5;1030;187;5;0;1;0;0;0;0;0;0;4
PI;INHUMA;2504;640;0;98;6;328;37;0;4;8;1073;279;13;0;4;11;0;0;0;0;1;2
PI;IPIRANGA DO PIAUI;1336;430;0;53;1;107;17;0;1;11;566;141;7;0;1;0;0;0;0;0;0;1
PI;ISAIAS COELHO;548;61;0;16;0;48;5;0;0;0;381;28;6;0;1;0;0;0;0;0;0;2
PI;ITAINOPOLIS;1704;308;0;48;0;109;22;0;0;22;1050;124;18;0;1;1;0;0;0;0;0;1
PI;ITAUEIRA;2043;224;0;59;21;209;15;0;1;10;1265;185;4;0;7;40;0;0;0;0;2;1
PI;JACOBINA DO PIAUI;1430;167;0;57;1;144;12;0;0;2;1002;40;2;0;2;1;0;0;0;0;0;0
PI;JAICOS;3067;659;0;120;0;285;34;0;1;11;1739;202;9;0;4;0;0;0;0;0;2;1
PI;JARDIM DO MULATO;416;71;0;7;0;39;0;0;0;2;231;63;2;0;0;0;0;0;0;0;1;0
PI;JATOBA DO PIAUI;736;111;0;34;0;71;4;0;2;0;444;59;11;0;0;0;0;0;0;0;0;0
PI;JERUMENHA;619;106;0;16;2;54;8;0;1;1;370;57;1;0;1;1;0;0;0;1;0;0
PI;JOAO COSTA;315;37;0;5;0;13;1;0;0;0;242;13;3;0;0;0;0;0;0;1;0;0
PI;JOAQUIM PIRES;1372;209;0;33;0;88;2;0;1;2;924;102;9;0;2;0;0;0;0;0;0;0
PI;JOCA MARQUES;553;25;0;6;0;31;0;0;0;0;452;33;5;0;1;0;0;0;0;0;0;0
PI;JOSE DE FREITAS;8236;1466;0;108;2;368;60;0;39;14;5223;890;40;0;14;4;1;1;0;0;4;2
PI;JUAZEIRO DO PIAUI;497;71;0;20;0;39;1;0;0;1;331;27;4;0;1;0;0;0;0;1;0;1
PI;JULIO BORGES;376;30;0;5;0;33;6;0;0;2;257;38;4;0;1;0;0;0;0;0;0;0
PI;JUREMA;406;68;0;15;0;37;5;0;0;3;266;6;6;0;0;0;0;0;0;0;0;0
PI;LAGOA ALEGRE;972;163;0;11;0;64;6;0;2;2;636;71;17;0;0;0;0;0;0;0;0;0
PI;LAGOA DE SAO FRANCISCO;801;138;0;11;0;62;2;0;2;3;477;101;4;0;0;0;0;0;0;1;0;0
PI;LAGOA DO BARRO DO PIAUI;362;73;0;17;0;87;13;0;0;5;147;11;9;0;0;0;0;0;0;0;0;0
PI;LAGOA DO PIAUI;470;87;0;14;4;19;4;0;8;0;310;16;2;0;1;4;0;0;0;0;1;0
PI;LAGOA DO SITIO;433;87;0;13;0;43;1;0;2;1;247;35;4;0;0;0;0;0;0;0;0;0
PI;LAGOINHA DO PIAUI;577;113;0;6;0;27;9;0;2;0;361;55;4;0;0;0;0;0;0;0;0;0
PI;LANDRI SALES;750;102;0;14;1;33;8;0;1;5;556;26;1;0;2;1;0;0;0;0;0;0
PI;LUIS CORREIA;4817;888;0;63;0;268;33;0;17;13;3013;453;38;0;12;1;2;0;0;0;3;13
PI;LUZILANDIA;5900;515;0;54;0;346;30;0;8;7;4394;507;20;0;8;0;0;0;0;0;2;9
PI;MADEIRO;706;41;0;9;0;25;1;0;1;3;580;43;2;0;0;0;0;0;0;1;0;0
PI;MANOEL EMIDIO;573;71;0;13;2;62;4;0;0;3;366;43;6;0;1;1;0;0;0;1;0;0
PI;MARCOLANDIA;2078;544;0;340;18;159;39;0;0;36;837;63;10;0;7;23;0;0;0;1;0;1
PI;MARCOS PARENTE;570;86;0;9;0;36;2;0;2;4;384;40;1;0;5;0;0;0;0;1;0;0
PI;MASSAPE DO PIAUI;485;86;0;16;0;58;1;0;0;1;308;9;4;0;2;0;0;0;0;0;0;0
PI;MATIAS OLIMPIO;1016;165;0;28;1;70;1;0;0;7;688;50;5;0;0;0;0;0;0;0;0;1
PI;MIGUEL ALVES;2772;342;0;42;0;156;19;0;3;5;1993;180;25;0;0;1;0;0;0;0;2;4
PI;MIGUEL LEAO;177;37;0;4;1;9;2;0;0;0;118;3;1;0;0;0;0;0;0;1;0;1
PI;MILTON BRANDAO;582;93;0;13;0;91;12;0;0;1;315;52;3;0;0;0;0;0;0;0;0;2
PI;MONSENHOR GIL;1391;258;0;31;3;77;9;0;5;3;906;77;6;0;7;5;0;0;0;0;2;2
PI;MONSENHOR HIPOLITO;853;264;0;37;0;154;12;0;0;9;335;33;5;0;2;0;0;0;0;0;0;2
PI;MONTE ALEGRE DO PIAUI;815;97;0;14;2;50;7;0;0;0;546;90;4;0;3;1;0;0;0;0;0;1
PI;MORRO CABECA NO TEMPO;159;12;0;5;1;5;1;0;0;0;124;7;4;0;0;0;0;0;0;0;0;0
PI;MORRO DO CHAPEU DO PIAUI;654;106;0;10;0;46;6;0;1;1;418;56;8;0;0;0;0;0;0;2;0;0
PI;MURICI DOS PORTELAS;495;74;0;10;0;30;2;0;0;0;349;21;6;0;1;0;0;0;0;1;0;1
PI;NAZARE DO PIAUI;997;127;0;22;0;77;8;0;0;16;716;26;3;0;2;0;0;0;0;0;0;0
PI;NAZARIA;510;115;0;16;1;25;2;0;24;0;298;16;8;0;1;1;0;0;0;0;1;2
PI;NOSSA SENHORA DE NAZARE;666;132;0;13;0;30;4;0;1;2;392;84;8;0;0;0;0;0;0;0;0;0
PI;NOSSA SENHORA DOS REMEDIOS;984;70;0;10;0;37;5;0;0;4;763;89;5;0;0;0;0;0;0;1;0;0
PI;NOVA SANTA RITA;492;77;0;4;0;56;1;0;0;7;327;16;4;0;0;0;0;0;0;0;0;0
PI;NOVO ORIENTE DO PIAUI;970;159;0;19;0;82;7;0;0;4;586;96;14;0;0;0;0;0;0;0;0;3
PI;NOVO SANTO ANTONIO;380;45;0;14;0;33;1;0;0;1;268;12;4;0;0;0;0;0;0;1;1;0
PI;OEIRAS;11154;1846;0;333;75;799;78;0;38;49;6403;1280;43;0;43;131;0;0;0;1;6;29
PI;OLHO D'AGUA DO PIAUI;532;57;0;6;0;27;2;0;0;1;358;76;3;0;0;0;0;0;0;1;0;1
PI;PADRE MARCOS;756;186;0;43;1;88;10;0;0;8;350;55;5;0;6;2;0;0;0;0;0;2
PI;PAES LANDIM;306;76;0;7;0;41;5;0;1;2;155;17;1;0;0;0;0;0;0;1;0;0
PI;PAJEU DO PIAUI;266;47;0;10;0;45;2;0;0;2;136;20;4;0;0;0;0;0;0;0;0;0
PI;PALMEIRA DO PIAUI;737;133;0;34;1;91;10;0;1;3;424;36;3;0;0;1;0;0;0;0;0;0
PI;PALMEIRAIS;1255;214;0;17;0;59;8;0;7;3;851;86;9;0;0;0;0;0;0;0;1;0
PI;PAQUETA;504;132;0;17;0;36;11;0;0;6;275;21;6;0;0;0;0;0;0;0;0;0
PI;PARNAGUA;842;43;0;13;1;20;2;0;0;2;677;79;1;0;2;2;0;0;0;0;0;0
PI;PARNAIBA;68859;17921;0;1121;83;3211;701;5;96;112;34824;9789;254;0;208;118;29;2;0;2;133;250
PI;PASSAGEM FRANCA DO PIAUI;444;84;0;7;0;27;4;0;1;1;303;10;5;0;0;0;0;0;0;1;1;0
