UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
GO;INACIOLANDIA;1466;493;0;53;14;128;28;0;40;7;509;123;11;0;40;18;0;1;0;0;0;1
GO;INDIARA;5308;2588;0;240;66;446;73;0;31;13;1098;495;32;0;126;91;0;0;0;0;2;7
GO;INHUMAS;29754;12489;0;1113;117;3213;528;0;402;66;6033;4023;159;0;1340;184;0;1;0;0;8;78
GO;IPAMERI;10495;5042;0;353;81;1375;190;0;146;75;2008;807;83;0;197;110;3;0;0;0;3;22
GO;IPIRANGA DE GOIAS;989;347;0;28;1;62;16;0;0;9;435;64;6;0;21;0;0;0;0;0;0;0
GO;IPORA;21984;8310;0;508;54;2432;290;0;23;41;7024;1964;56;0;1186;57;1;2;0;1;0;35
GO;ISRAELANDIA;736;288;0;26;5;66;13;0;0;4;280;21;6;0;25;2;0;0;0;0;0;0
GO;ITABERAI;20216;8557;0;767;131;1996;319;0;109;40;4773;2169;84;0;998;220;0;0;0;1;2;50
GO;ITAGUARI;2222;1088;0;62;4;283;34;0;8;8;493;128;11;0;96;5;0;0;0;0;0;2
GO;ITAGUARU;2512;987;0;87;7;379;25;0;21;11;779;131;12;0;65;7;0;0;0;0;0;1
GO;ITAJA;2173;1056;0;78;6;320;75;0;29;11;418;86;21;0;60;6;0;0;0;1;0;6
GO;ITAPACI;7982;3286;0;193;20;693;77;0;29;22;2597;634;89;0;298;33;0;0;0;2;0;9
GO;ITAPIRAPUA;2989;1084;0;59;2;297;60;0;32;6;1124;194;13;0;111;5;0;0;0;0;0;2
GO;ITAPURANGA;15769;5938;0;384;33;1391;192;0;36;26;5163;1867;72;0;604;49;0;0;0;0;0;14
GO;ITARUMA;1824;668;0;91;8;303;41;0;14;20;482;114;17;0;53;9;0;0;0;0;0;4
GO;ITAUCU;2912;1481;0;121;6;381;53;0;7;8;536;195;10;0;105;7;0;0;0;0;0;2
GO;ITUMBIARA;75902;35437;0;2067;1894;7199;1534;0;298;227;14955;7446;435;0;2068;1847;1;5;0;7;11;471
GO;IVOLANDIA;530;226;0;7;2;58;13;0;3;4;185;16;1;0;12;2;0;0;0;0;0;1
GO;JANDAIA;2473;1065;0;110;17;285;49;0;17;7;657;93;15;0;116;40;0;0;0;0;0;2
GO;JARAGUA;19631;8506;0;425;51;1990;275;0;190;40;4550;2580;38;0;872;78;0;1;0;1;1;33
GO;JATAI;63576;26066;0;2239;711;7462;1206;0;106;133;14586;7589;234;0;1586;1304;3;2;0;0;9;340
GO;JAUPACI;1021;388;0;25;3;94;17;0;0;5;426;20;7;0;32;4;0;0;0;0;0;0
GO;JESUPOLIS;519;257;0;19;1;48;11;0;0;2;137;19;7;0;18;0;0;0;0;0;0;0
GO;JOVIANIA;3380;1385;0;130;71;378;41;0;4;17;833;308;19;0;91;95;0;0;0;0;1;7
GO;JUSSARA;13009;4407;0;410;42;1096;188;0;77;15;4454;1699;21;0;528;52;0;2;0;0;0;18
GO;LAGOA SANTA;365;148;0;13;1;73;8;0;3;3;84;9;7;0;14;1;0;0;0;0;0;1
GO;LEOPOLDO DE BULHOES;2245;858;0;151;64;259;42;0;4;16;641;73;7;0;44;82;0;0;0;0;0;4
GO;LUZIANIA;55279;27537;0;2315;505;4055;1097;0;107;205;11372;3077;471;0;3721;677;16;8;2;6;13;95
GO;MAIRIPOTABA;1026;473;0;26;0;124;23;0;6;4;287;50;4;0;29;0;0;0;0;0;0;0
GO;MAMBAI;1586;597;0;73;29;172;21;0;3;4;498;87;21;0;35;44;0;0;0;0;0;2
GO;MARA ROSA;4045;1516;0;135;23;496;61;0;64;9;1353;236;16;0;119;11;0;0;0;0;0;6
GO;MARZAGAO;893;425;0;30;5;78;19;0;2;2;202;83;3;0;35;7;0;0;0;0;0;2
GO;MATRINCHA;1365;319;0;37;11;131;16;0;5;4;676;98;7;0;29;28;0;0;0;0;0;4
GO;MAURILANDIA;5102;1790;0;386;143;374;78;0;5;19;1049;463;115;0;230;442;0;0;0;0;1;7
GO;MIMOSO DE GOIAS;311;129;0;11;3;41;14;0;0;5;82;10;4;0;9;3;0;0;0;0;0;0
GO;MINACU;16080;5096;0;451;67;1545;264;0;108;53;5773;2307;42;0;259;70;0;0;0;1;3;41
GO;MINEIROS;34564;13287;0;1297;258;4224;549;0;69;100;9320;4282;171;0;512;386;0;3;0;2;9;95
GO;MOIPORA;475;249;0;7;0;59;2;0;0;0;135;8;2;0;10;1;0;0;0;0;0;2
GO;MONTE ALEGRE DE GOIAS;793;290;0;23;3;98;11;0;1;5;304;33;7;0;12;5;0;0;0;0;1;0
GO;MONTES CLAROS DE GOIAS;3083;1040;0;86;9;328;55;0;7;17;1225;156;22;0;112;24;0;0;0;0;0;2
GO;MONTIVIDIU;5519;2432;0;361;177;630;99;0;4;32;1044;203;70;0;160;289;0;0;0;0;1;17
GO;MONTIVIDIU DO NORTE;963;292;0;22;0;116;22;0;11;2;437;21;20;0;20;0;0;0;0;0;0;0
GO;MORRINHOS;26200;10948;0;832;139;2154;376;0;98;54;6319;3883;134;0;1034;181;0;2;0;2;3;41
GO;MORRO AGUDO DE GOIAS;1016;411;0;25;0;83;11;0;2;5;434;25;4;0;16;0;0;0;0;0;0;0
GO;MOSSAMEDES;1563;775;0;39;0;156;36;0;18;9;450;32;5;0;40;0;0;0;0;0;0;3
GO;MOZARLANDIA;6571;2192;0;138;18;574;56;0;60;16;2519;628;35;0;199;130;0;0;0;0;0;6
GO;MUNDO NOVO;1562;586;0;37;1;161;26;0;21;6;543;80;19;0;78;2;0;0;0;0;0;2
GO;MUTUNOPOLIS;1377;431;0;30;1;131;11;0;16;3;628;72;16;0;35;1;0;0;0;0;0;2
GO;NAZARIO;2565;1254;0;108;23;227;68;0;64;9;505;156;14;0;97;35;0;0;0;0;1;4
GO;NEROPOLIS;12475;5618;0;570;96;1150;281;0;103;25;3070;1024;31;0;410;63;0;0;0;0;1;33
GO;NIQUELANDIA;17389;7765;0;633;293;1965;286;0;54;73;3379;1818;154;0;540;382;1;0;0;10;3;33
GO;NOVA AMERICA;984;433;0;23;1;114;24;0;0;0;337;29;2;0;19;2;0;0;0;0;0;0
GO;NOVA AURORA;986;400;0;41;0;152;21;0;0;7;311;30;4;0;18;1;0;0;0;0;0;1
GO;NOVA CRIXAS;3441;1146;0;91;20;369;43;0;22;9;1246;285;40;0;133;32;0;0;0;0;1;4
GO;NOVA GLORIA;3102;1267;0;76;12;256;50;0;60;7;1033;192;26;0;106;16;0;0;0;0;0;1
GO;NOVA IGUACU DE GOIAS;872;334;0;26;3;67;15;0;1;6;325;62;6;0;24;3;0;0;0;0;0;0
GO;NOVA ROMA;436;183;0;5;1;44;5;0;0;3;171;8;6;0;10;0;0;0;0;0;0;0
GO;NOVA VENEZA;3096;1333;0;148;27;324;47;0;15;13;779;210;17;0;127;44;0;0;0;0;1;11
GO;NOVO BRASIL;1429;494;0;26;0;129;37;0;9;7;589;90;2;0;46;0;0;0;0;0;0;0
GO;NOVO GAMA;10942;6550;0;363;30;762;299;0;15;100;2010;210;111;0;435;29;3;1;0;1;1;22
GO;NOVO PLANALTO;962;343;0;38;1;88;12;0;2;10;368;75;3;0;20;2;0;0;0;0;0;0
GO;ORIZONA;7206;3097;0;212;36;1066;139;0;43;45;2029;335;41;0;113;41;0;0;0;0;1;8
GO;OURO VERDE DE GOIAS;1461;738;0;100;1;209;37;0;0;1;311;28;11;0;23;1;0;0;0;0;0;1
GO;OUVIDOR;2498;1263;0;91;32;318;62;0;1;6;483;138;15;0;45;38;0;0;0;1;0;5
GO;PADRE BERNARDO;6519;3239;0;469;36;813;252;0;1;32;953;350;92;0;204;52;1;2;0;4;2;17
GO;PALESTINA DE GOIAS;984;315;0;22;1;127;18;0;0;21;405;33;9;0;31;2;0;0;0;0;0;0
GO;PALMEIRAS DE GOIAS;11749;4996;0;385;101;1155;180;0;112;18;2919;1181;108;0;440;137;0;0;0;1;5;11
GO;PALMELO;767;346;0;25;1;83;24;0;7;2;222;30;5;0;17;2;0;0;0;0;0;3
GO;PALMINOPOLIS;1570;549;0;49;15;145;42;0;27;1;603;66;6;0;52;14;0;0;0;0;0;1
GO;PANAMA;749;305;0;59;43;60;5;0;3;11;161;30;10;0;14;47;0;1;0;0;0;0
GO;PARANAIGUARA;3636;1913;0;110;20;400;68;0;17;12;600;292;19;0;152;25;0;0;0;0;1;7
GO;PARAUNA;5038;1862;0;168;32;600;98;0;84;18;1521;377;45;0;180;47;0;0;0;0;0;6
GO;PEROLANDIA;912;358;0;58;28;123;22;0;1;8;150;27;8;0;50;77;0;0;0;1;0;1
GO;PETROLINA DE GOIAS;3411;1602;0;157;27;353;40;0;5;4;878;213;21;0;73;33;0;0;0;0;0;5
GO;PILAR DE GOIAS;633;259;0;24;0;85;18;0;0;6;207;11;8;0;12;0;0;0;0;1;1;1
GO;PIRACANJUBA;13370;5613;0;439;90;1495;194;0;199;35;3583;1161;35;0;364;144;0;0;0;0;5;13
GO;PIRANHAS;5381;1900;0;192;29;645;80;0;140;8;1674;298;43;0;322;42;0;0;0;0;1;7
GO;PIRENOPOLIS;9210;4414;0;280;13;927;171;0;12;55;2654;452;35;0;145;16;1;0;0;1;3;31
GO;PIRES DO RIO;17426;8467;0;539;96;2021;238;1;376;37;3768;1316;43;0;337;142;0;2;0;0;6;37
GO;PLANALTINA;18437;9304;0;638;76;1391;519;0;97;73;3264;1007;424;0;1468;119;4;4;0;1;8;40
GO;PONTALINA;8858;3442;0;277;45;792;145;0;92;19;2542;1215;35;0;179;64;0;0;0;0;0;11
GO;PORANGATU;26988;9498;0;669;234;2372;269;0;370;49;8454;3892;75;0;764;295;0;2;0;0;0;45
GO;PORTEIRAO;966;411;0;98;11;98;22;0;2;8;171;61;12;0;41;25;0;0;0;0;1;5
GO;PORTELANDIA;1201;523;0;49;15;171;16;0;2;34;283;63;5;0;19;21;0;0;0;0;0;0
GO;POSSE;12650;5669;0;629;198;1515;203;0;46;50;2858;775;110;0;215;334;3;0;0;0;2;43
GO;PROFESSOR JAMIL;817;398;0;38;1;78;20;0;5;4;224;22;6;0;20;1;0;0;0;0;0;0
GO;QUIRINOPOLIS;30060;11971;0;979;259;2809;539;0;236;64;6939;3938;239;0;1210;794;3;2;0;0;5;73
GO;RIALMA;6969;3059;0;290;82;594;96;0;83;26;1676;762;33;0;162;88;0;0;0;0;0;18
GO;RIANAPOLIS;2116;891;0;78;25;162;16;0;24;7;681;142;7;0;60;18;0;0;0;0;1;4
GO;RIO QUENTE;1598;742;0;51;0;158;31;0;8;18;348;107;56;0;69;2;0;1;0;0;1;6
GO;RIO VERDE;118004;49361;0;3663;2173;12304;2347;1;242;341;28244;11788;560;0;2529;3682;5;3;0;2;30;729
GO;RUBIATABA;10883;4558;0;337;77;948;177;0;11;28;3131;954;77;0;474;95;0;0;0;0;0;16
GO;SANCLERLANDIA;4328;1856;0;114;7;424;58;0;27;12;1292;325;9;0;188;10;0;1;0;1;1;3
GO;SANTA BARBARA DE GOIAS;2210;1073;0;121;9;164;46;0;43;5;480;137;7;0;113;9;0;0;0;0;1;2
GO;SANTA CRUZ DE GOIAS;577;303;0;9;0;76;27;0;2;3;136;3;4;0;14;0;0;0;0;0;0;0
GO;SANTA FE DE GOIAS;1719;524;0;44;9;110;34;0;5;8;738;187;5;0;42;13;0;0;0;0;0;0
GO;SANTA HELENA DE GOIAS;20073;9155;0;935;259;1907;361;0;57;53;3944;2205;247;0;544;349;4;1;0;0;3;49
GO;SANTA ISABEL;932;314;0;10;3;77;14;0;2;8;419;51;5;0;22;5;0;0;0;0;1;1
GO;SANTA RITA DO ARAGUAIA;4168;1132;0;134;19;503;82;0;9;17;1567;605;6;0;62;20;0;0;0;0;1;11
GO;SANTA RITA DO NOVO DESTINO;446;205;0;25;3;45;14;0;0;12;104;14;11;0;12;1;0;0;0;0;0;0
GO;SANTA ROSA DE GOIAS;1176;568;0;25;0;142;22;0;4;3;333;31;5;0;42;1;0;0;0;0;0;0
GO;SANTA TEREZA DE GOIAS;1392;548;0;41;9;129;19;0;89;4;395;92;5;0;57;3;0;0;0;0;0;1
GO;SANTA TEREZINHA DE GOIAS;3682;1138;0;103;2;277;28;0;6;11;1602;401;22;0;83;4;0;1;0;0;0;4
GO;SANTO ANTONIO DA BARRA;1084;513;0;42;0;96;12;0;2;13;325;40;20;0;19;1;0;0;0;0;0;1
GO;SANTO ANTONIO DE GOIAS;2174;1057;0;86;14;221;88;0;15;10;430;69;17;0;141;16;0;0;0;1;1;8
GO;SANTO ANTONIO DO DESCOBERTO;9500;4370;0;314;17;576;313;10;6;43;2396;744;200;0;473;21;1;0;0;1;6;9
GO;SAO DOMINGOS;1674;547;0;42;12;173;23;0;1;6;649;164;21;0;18;17;0;0;0;0;1;0
GO;SAO FRANCISCO DE GOIAS;1854;839;0;52;2;202;34;0;9;4;522;110;8;0;67;2;0;0;0;0;0;3
GO;SAO JOAO D'ALIANCA;2246;1119;0;122;21;295;61;0;8;7;436;53;18;0;70;32;0;0;0;0;2;2
GO;SAO JOAO DA PARAUNA;772;311;0;24;2;73;16;0;10;1;271;34;3;0;26;1;0;0;0;0;0;0
GO;SAO LUIS DE MONTES BELOS;19475;8930;0;417;48;1795;213;0;231;33;5182;1616;87;0;818;72;0;0;0;0;0;33
GO;SAO LUIZ DO NORTE;1372;536;0;55;7;142;22;0;4;9;384;90;17;0;94;12;0;0;0;0;0;0
GO;SAO MIGUEL DO ARAGUAIA;9885;3506;0;334;67;1211;126;0;99;14;2687;1173;62;0;509;79;0;0;0;0;0;18
GO;SAO MIGUEL DO PASSA QUATRO;1234;517;0;50;2;132;20;0;4;3;439;34;4;0;23;4;0;0;0;0;0;2
GO;SAO PATRICIO;678;250;0;15;7;52;15;0;5;0;247;53;4;0;24;5;0;0;0;0;0;1
GO;SAO SIMAO;7613;3316;0;223;88;696;159;0;64;35;1636;804;60;0;363;142;1;0;0;0;3;23
GO;SENADOR CANEDO;37802;17082;0;805;364;1917;661;0;559;88;12047;2180;83;0;1359;581;0;1;0;11;4;60
GO;SERRANOPOLIS;2401;1008;0;106;23;424;64;0;0;12;471;110;23;0;116;37;0;0;0;0;0;7
GO;SILVANIA;9104;3976;0;392;58;1202;148;0;14;37;2255;583;44;0;277;99;0;2;0;0;0;17
GO;SIMOLANDIA;1849;756;0;121;10;195;24;0;5;3;529;127;9;0;54;14;0;0;0;0;0;2
GO;SITIO D'ABADIA;386;172;0;11;1;56;9;0;0;1;114;6;8;0;5;1;0;0;0;0;0;2
GO;TAQUARAL DE GOIAS;1234;610;0;26;0;137;26;0;3;7;311;67;5;0;39;0;0;0;0;0;0;3
GO;TERESINA DE GOIAS;369;185;0;14;0;38;15;0;0;1;91;15;2;0;7;0;0;0;0;0;0;1
GO;TEREZOPOLIS DE GOIAS;2039;966;0;96;20;190;46;0;4;2;448;89;23;0;131;15;0;0;0;0;0;9
GO;TRES RANCHOS;1290;650;0;49;14;141;31;0;2;11;250;49;5;0;64;11;0;0;0;2;1;10
GO;TRINDADE;47448;21452;0;1130;126;2729;773;4;892;73;14193;3522;127;0;2132;177;1;3;0;0;24;90
GO;TROMBAS;1077;305;0;33;0;96;8;0;2;4;541;54;11;0;23;0;0;0;0;0;0;0
GO;TURVANIA;1931;864;0;66;9;182;29;0;17;3;587;75;8;0;86;5;0;0;0;0;0;0
GO;TURVELANDIA;1000;477;0;44;15;118;17;0;1;7;188;46;18;0;43;26;0;0;0;0;0;0
GO;UIRAPURU;739;268;0;18;0;74;31;0;3;10;288;31;7;0;8;0;0;0;0;0;0;1
GO;URUACU;23297;9155;0;593;217;1897;265;0;73;32;6335;2882;89;0;1349;316;0;2;0;8;5;79
GO;URUANA;7121;2888;0;274;8;776;130;0;64;4;2054;655;10;0;235;17;0;0;0;0;1;5
GO;URUTAI;1004;479;0;23;1;127;27;0;17;2;258;25;10;0;28;3;0;0;0;0;2;2
GO;VALPARAISO DE GOIAS;31551;19050;0;643;80;2214;660;0;46;202;4885;452;208;0;2940;104;0;2;0;2;9;54
GO;VARJAO;1633;672;0;47;1;170;25;0;8;0;589;67;9;0;43;2;0;0;0;0;0;0
GO;VIANOPOLIS;7221;3466;0;501;91;985;179;0;18;31;1353;183;36;0;243;119;0;1;0;1;0;14
GO;VICENTINOPOLIS;3934;1319;0;186;179;346;42;0;6;13;1013;339;57;0;176;250;0;0;0;0;0;8
GO;VILA BOA;583;264;0;18;3;61;9;0;0;3;166;18;19;0;5;16;0;0;0;0;0;1
GO;VILA PROPICIO;578;253;0;22;5;70;27;0;0;13;122;14;22;0;19;8;0;0;0;0;1;2
MA;ACAILANDIA;30930;7163;0;1285;131;2399;348;0;195;120;14194;4272;194;0;326;209;1;0;0;11;7;75
MA;AFONSO CUNHA;485;41;0;5;0;24;1;0;0;2;359;48;4;0;0;1;0;0;0;0;0;0
MA;AGUA DOCE DO MARANHAO;432;29;0;3;0;28;5;0;0;1;334;27;5;0;0;0;0;0;0;0;0;0
MA;ALCANTARA;1259;226;0;48;0;76;21;0;0;15;798;56;17;0;0;0;0;0;0;0;0;2
MA;ALDEIAS ALTAS;2060;246;0;45;1;61;11;0;0;5;1492;133;24;0;37;3;0;0;0;0;1;1
MA;ALTAMIRA DO MARANHAO;880;151;0;20;0;53;2;0;0;3;549;100;2;0;0;0;0;0;0;0;0;0
MA;ALTO ALEGRE DO MARANHAO;2774;417;0;45;6;106;10;0;6;22;1837;306;3;0;3;8;0;0;0;0;0;5
MA;ALTO ALEGRE DO PINDARE;2048;283;0;38;0;118;3;0;2;10;1506;81;3;0;2;0;0;0;0;0;0;2
MA;ALTO PARNAIBA;1489;103;0;65;10;127;16;0;0;3;858;270;7;0;4;18;0;0;0;0;0;8
MA;AMAPA DO MARANHAO;408;83;0;13;0;22;1;0;0;2;248;36;3;0;0;0;0;0;0;0;0;0
MA;AMARANTE DO MARANHAO;5544;317;0;99;0;272;16;0;4;5;4409;410;6;0;1;1;0;0;0;0;0;4
MA;ANAJATUBA;2234;455;0;39;0;115;8;0;2;4;1476;121;11;0;2;0;0;0;0;0;0;1
MA;ANAPURUS;1544;289;0;52;15;144;12;0;0;1;849;144;18;0;2;17;0;0;0;0;0;1
MA;APICUM-ACU;573;87;0;16;0;65;3;0;0;8;336;54;3;0;1;0;0;0;0;0;0;0
MA;ARAGUANA;852;155;0;11;1;38;3;0;2;0;578;50;7;0;4;1;0;0;0;0;0;2
MA;ARAIOSES;1365;115;0;29;1;57;3;0;0;6;1017;108;26;0;2;0;0;0;0;0;0;1
MA;ARAME;3788;213;0;99;3;181;13;0;8;10;2829;420;3;0;3;4;0;0;0;0;0;2
MA;ARARI;5068;766;0;90;6;200;29;0;10;6;3100;829;5;0;9;6;0;0;0;0;0;12
MA;AXIXA;1536;185;0;17;0;104;6;0;1;6;1146;58;9;0;2;0;0;0;0;0;1;1
MA;BACABAL;31506;5673;0;890;54;1666;261;0;215;87;17415;4813;90;0;164;83;2;0;0;0;10;83
MA;BACABEIRA;2031;710;0;110;27;205;23;0;7;7;732;133;21;0;15;25;0;0;0;0;0;16
MA;BACURI;706;154;0;10;0;47;6;0;0;7;406;73;3;0;0;0;0;0;0;0;0;0
MA;BACURITUBA;473;18;0;3;0;13;0;0;0;0;398;36;5;0;0;0;0;0;0;0;0;0
MA;BALSAS;39853;6558;0;1617;478;3202;282;0;47;46;19805;6393;107;0;390;793;4;1;0;2;4;124
MA;BARAO DE GRAJAU;2152;256;0;72;3;117;13;0;1;3;1403;266;6;0;1;10;0;0;0;0;0;1
MA;BARRA DO CORDA;22064;2027;0;614;28;1371;118;0;18;25;15157;2559;16;0;46;42;0;0;0;0;2;41
MA;BARREIRINHAS;4618;490;0;84;5;713;69;0;5;5;2881;313;16;0;6;5;0;0;0;0;2;24
MA;BELA VISTA DO MARANHAO;1522;406;0;42;4;81;7;0;0;5;880;85;4;0;3;5;0;0;0;0;0;0
MA;BELAGUA;272;41;0;2;0;35;1;0;0;7;167;15;4;0;0;0;0;0;0;0;0;0
MA;BENEDITO LEITE;166;28;0;6;0;11;1;0;0;3;109;6;1;0;1;0;0;0;0;0;0;0
MA;BEQUIMAO;1932;214;0;84;0;101;7;0;0;10;1315;189;12;0;0;0;0;0;0;0;0;0
MA;BERNARDO DO MEARIM;1142;95;0;34;0;46;2;0;1;1;809;152;1;0;0;0;0;0;0;0;0;1
MA;BOA VISTA DO GURUPI;316;100;0;6;0;19;5;0;0;3;168;13;2;0;0;0;0;0;0;0;0;0
MA;BOM JARDIM;4297;600;0;111;4;190;12;0;1;7;3073;258;8;0;17;10;0;0;0;0;1;5
MA;BOM JESUS DAS SELVAS;3059;355;0;112;0;149;14;0;2;6;2272;139;6;0;1;2;0;0;0;0;0;1
MA;BOM LUGAR;1521;165;0;26;0;84;13;0;0;13;1113;89;15;0;1;0;0;0;0;0;0;2
MA;BREJO;2534;448;0;69;3;188;14;0;1;16;1527;235;15;0;4;6;0;0;0;0;0;8
MA;BREJO DE AREIA;679;27;0;23;0;39;1;0;0;3;536;46;3;0;1;0;0;0;0;0;0;0
MA;BURITI;2531;156;0;19;0;61;7;0;2;10;2001;252;18;0;2;0;0;0;0;0;0;3
MA;BURITI BRAVO;2286;174;0;34;1;136;13;0;1;1;1799;116;7;0;0;1;0;0;0;0;0;3
MA;BURITICUPU;10723;1365;0;436;18;485;35;0;10;40;7342;931;14;0;21;16;0;0;0;0;1;9
MA;BURITIRANA;1591;140;0;22;0;105;8;0;9;1;1236;66;0;0;3;1;0;0;0;0;0;0
MA;CACHOEIRA GRANDE;412;61;0;6;0;39;0;0;0;2;301;0;2;0;1;0;0;0;0;0;0;0
MA;CAJAPIO;723;64;0;10;0;32;2;0;0;0;566;46;2;0;0;0;0;0;0;0;1;0
MA;CAJARI;992;135;0;7;0;40;2;0;0;3;757;37;4;0;2;0;0;0;0;0;0;5
MA;CAMPESTRE DO MARANHAO;1867;363;0;21;1;92;14;0;2;12;1177;151;9;0;21;1;0;0;0;0;0;3
MA;CANDIDO MENDES;631;55;0;13;0;47;3;0;0;6;471;31;4;0;1;0;0;0;0;0;0;0
MA;CANTANHEDE;1584;330;0;23;1;89;11;0;2;3;953;164;5;0;2;0;0;0;0;0;0;1
MA;CAPINZAL DO NORTE;1652;199;0;36;0;70;6;0;1;15;1166;150;2;0;3;1;0;0;0;0;1;2
MA;CAROLINA;4339;556;0;68;3;343;40;0;4;2;2256;1005;10;0;41;3;0;0;0;0;1;7
MA;CARUTAPERA;1357;141;0;28;0;102;11;0;0;15;883;164;9;0;2;0;0;0;0;0;0;2
MA;CAXIAS;42753;7428;0;846;61;1731;298;0;184;56;26782;5026;118;0;96;61;6;0;0;0;6;54
MA;CEDRAL;655;66;0;9;0;52;3;0;0;0;465;53;7;0;0;0;0;0;0;0;0;0
MA;CENTRAL DO MARANHAO;372;39;0;10;0;34;3;0;0;3;258;21;3;0;1;0;0;0;0;0;0;0
MA;CENTRO DO GUILHERME;522;102;0;20;0;39;2;0;0;0;341;12;4;0;2;0;0;0;0;0;0;0
MA;CENTRO NOVO DO MARANHAO;1027;179;0;28;0;60;3;0;0;3;716;28;8;0;1;0;0;0;0;0;0;1
MA;CHAPADINHA;15893;2259;0;352;22;867;96;0;52;34;9585;2495;14;0;48;30;0;0;0;0;3;36
MA;CIDELANDIA;2350;359;0;45;2;126;11;0;2;10;1427;329;11;0;13;15;0;0;0;0;0;0
MA;CODO;24831;2428;0;604;46;663;126;0;21;29;17453;3277;40;0;43;75;0;0;0;1;6;19
MA;COELHO NETO;8341;561;0;105;5;186;47;1;5;15;6418;928;47;0;15;4;0;0;0;0;1;3
MA;COLINAS;6664;605;0;141;4;347;28;0;2;14;4996;475;18;0;15;8;0;0;0;0;0;11
MA;CONCEICAO DO LAGO-ACU;757;97;0;17;0;51;6;0;1;4;540;40;1;0;0;0;0;0;0;0;0;0
MA;COROATA;8338;1089;0;197;3;305;68;0;1;38;5736;864;10;0;12;4;0;0;0;0;1;10
MA;CURURUPU;1846;245;0;30;0;108;15;1;0;10;1284;139;7;0;0;0;0;0;0;0;5;2
MA;DAVINOPOLIS;2006;344;0;55;2;57;12;0;117;3;1198;207;4;0;2;4;0;0;0;0;0;1
MA;DOM PEDRO;7164;826;0;431;12;526;33;0;6;15;4331;888;37;0;28;18;0;0;0;0;3;10
MA;DUQUE BACELAR;669;50;0;3;0;13;4;0;1;1;555;35;5;0;0;0;0;0;0;0;1;1
MA;ESPERANTINOPOLIS;4097;229;0;93;9;113;11;0;1;17;3276;336;1;0;2;5;0;0;0;0;0;4
MA;ESTREITO;6724;959;0;142;24;358;42;0;10;16;3802;1239;16;0;35;62;0;1;0;0;0;18
MA;FEIRA NOVA DO MARANHAO;657;68;0;9;0;57;3;0;0;0;467;45;5;0;2;0;0;0;0;0;0;1
MA;FERNANDO FALCAO;603;19;0;15;0;72;6;0;0;0;445;38;5;0;0;2;0;0;0;0;0;1
MA;FORMOSA DA SERRA NEGRA;2383;163;0;29;2;284;19;0;0;4;1707;160;3;0;6;3;0;0;0;0;0;3
MA;FORTALEZA DOS NOGUEIRAS;2849;290;0;78;3;251;16;0;0;4;1805;379;7;0;4;6;0;0;0;0;0;6
MA;FORTUNA;2281;221;0;43;0;170;18;0;0;13;1665;143;1;0;1;0;0;0;0;0;1;5
MA;GODOFREDO VIANA;522;53;0;12;0;40;2;0;0;8;366;28;11;0;1;0;0;0;0;0;0;1
MA;GONCALVES DIAS;2185;344;0;58;2;109;9;0;3;4;1410;229;7;0;5;3;0;0;0;0;0;2
MA;GOVERNADOR ARCHER;1367;163;0;29;1;63;5;0;0;7;961;130;7;0;1;0;0;0;0;0;0;0
MA;GOVERNADOR EDISON LOBAO;2181;486;0;75;2;148;18;0;24;2;1216;178;8;0;19;2;0;0;0;0;0;3
MA;GOVERNADOR EUGENIO BARROS;1874;270;0;54;2;129;7;0;5;10;1208;167;19;0;0;2;0;0;0;0;1;0
MA;GOVERNADOR LUIZ ROCHA;888;79;0;21;0;85;7;0;0;3;640;45;5;0;2;0;0;0;0;0;0;1
MA;GOVERNADOR NEWTON BELLO;925;124;0;19;1;45;2;0;1;1;681;45;1;0;3;1;0;0;0;0;0;1
MA;GOVERNADOR NUNES FREIRE;2743;556;0;82;8;188;10;0;1;7;1659;206;6;0;8;6;0;0;0;0;0;6
MA;GRACA ARANHA;1156;165;0;14;2;86;5;0;1;4;739;133;5;0;0;2;0;0;0;0;0;0
MA;GRAJAU;13581;1526;0;458;89;1075;99;0;11;27;8833;1304;29;0;34;69;0;1;0;0;4;22
MA;GUIMARAES;752;97;0;16;0;62;9;0;1;1;499;56;11;0;0;0;0;0;0;0;0;0
MA;HUMBERTO DE CAMPOS;938;168;0;15;0;174;4;0;0;7;517;39;5;0;6;0;0;0;0;0;0;3
MA;ICATU;1133;168;0;20;0;69;2;1;0;3;840;22;7;0;1;0;0;0;0;0;0;0
MA;IGARAPE DO MEIO;1468;322;0;24;3;62;4;0;0;3;950;89;8;0;1;0;0;0;0;0;1;1
MA;IGARAPE GRANDE;2186;195;0;69;0;49;24;0;5;8;1597;227;7;0;1;0;0;0;0;0;1;3
MA;IMPERATRIZ;119539;34351;0;3519;338;8314;1683;0;4367;239;46759;16713;400;0;1783;558;7;3;0;1;23;481
MA;ITAIPAVA DO GRAJAU;646;42;0;26;0;45;3;0;0;5;498;22;3;0;1;0;0;0;0;0;0;1
