UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
MG;AGUA COMPRIDA;756;412;0;35;7;79;15;0;5;11;140;8;9;0;28;6;0;0;0;0;1;0
MG;AGUANIL;1410;896;0;66;6;122;27;0;0;6;241;12;12;0;18;3;0;0;0;0;0;1
MG;AGUAS FORMOSAS;4378;1596;0;112;9;471;61;0;29;25;1843;109;42;0;41;12;6;0;0;0;5;17
MG;AGUAS VERMELHAS;1894;620;0;86;4;222;27;0;0;20;853;27;23;0;5;4;0;0;0;0;1;2
MG;AIMORES;8535;3339;0;203;14;450;88;0;18;41;3445;787;43;0;68;17;2;0;0;0;6;14
MG;AIURUOCA;2533;1288;0;109;9;228;81;0;1;24;696;27;11;0;25;10;0;0;0;0;1;23
MG;ALAGOA;838;395;0;31;1;69;36;0;1;4;263;9;21;0;5;2;0;0;0;0;0;1
MG;ALBERTINA;1308;715;0;51;0;212;25;0;0;19;264;7;7;0;4;0;0;0;0;0;0;4
MG;ALEM PARAIBA;22811;12675;0;1325;464;1671;543;0;44;116;4496;531;78;0;283;504;5;5;0;0;9;62
MG;ALFENAS;41015;24056;0;1307;99;3722;956;1;123;147;8191;999;359;0;706;136;3;9;0;0;7;194
MG;ALFREDO VASCONCELOS;2601;1164;0;160;28;210;110;0;0;14;788;21;23;0;30;49;0;0;0;1;0;3
MG;ALMENARA;11314;3998;0;288;8;1076;202;0;51;82;4651;673;122;0;102;11;1;2;0;0;24;23
MG;ALPERCATA;1546;711;0;70;4;84;59;0;1;4;551;28;8;0;21;3;0;0;0;0;0;2
MG;ALPINOPOLIS;9763;6035;0;460;34;858;167;0;3;51;1877;57;65;0;85;43;0;1;0;0;3;24
MG;ALTEROSA;7415;3829;0;253;10;620;138;0;2;32;2294;109;61;0;50;8;0;0;0;1;3;5
MG;ALTO CAPARAO;2429;1207;0;77;1;213;40;0;0;16;808;20;14;0;29;1;0;0;0;0;1;2
MG;ALTO JEQUITIBA;4093;2000;0;101;3;465;36;0;0;11;1370;30;18;0;41;2;0;1;0;0;1;14
MG;ALTO RIO DOCE;4411;1622;0;125;6;276;92;0;1;38;2108;68;33;0;24;7;0;0;0;0;2;9
MG;ALVARENGA;1519;514;0;35;1;73;13;0;1;4;856;5;15;0;1;0;1;0;0;0;0;0
MG;ALVINOPOLIS;5215;2376;0;205;7;485;81;0;0;20;1934;40;22;0;23;5;1;1;0;0;7;8
MG;ALVORADA DE MINAS;984;439;0;27;0;82;17;0;0;17;366;9;20;0;5;0;0;0;0;2;0;0
MG;AMPARO DA SERRA;1568;622;0;49;1;87;15;0;0;8;723;14;35;0;7;1;0;0;0;0;2;4
MG;ANDRADAS;23499;12925;0;1114;53;2555;773;0;14;94;4967;546;112;0;119;62;2;4;0;0;0;159
MG;ANDRELANDIA;3862;2527;0;163;7;339;95;0;5;41;562;30;24;0;39;7;4;2;0;0;1;16
MG;ANGELANDIA;2016;672;0;75;2;175;28;0;1;12;954;52;34;0;7;1;0;0;0;0;3;0
MG;ANTONIO CARLOS;3709;2065;0;176;10;197;171;0;7;28;909;35;45;0;50;8;0;1;0;1;0;6
MG;ANTONIO DIAS;2733;1328;0;117;18;159;50;0;0;14;955;16;53;0;17;3;0;0;0;0;1;2
MG;ANTONIO PRADO DE MINAS;647;320;0;16;0;37;22;0;0;4;228;6;5;0;8;0;0;0;0;0;0;1
MG;ARACAI;521;323;0;17;1;50;12;0;1;8;89;3;8;0;6;1;0;0;0;0;2;0
MG;ARACITABA;516;293;0;13;1;33;14;0;0;2;151;2;3;0;4;0;0;0;0;0;0;0
MG;ARACUAI;11177;2769;0;264;20;953;102;0;14;19;6240;506;103;0;116;24;1;3;0;0;14;29
MG;ARAGUARI;72188;34661;0;2554;864;5240;1501;0;726;377;18187;4577;181;0;1903;1139;2;3;1;16;42;214
MG;ARANTINA;938;552;0;39;0;57;21;0;0;2;235;20;4;0;6;0;1;0;0;0;0;1
MG;ARAPONGA;2683;851;0;68;1;143;22;0;0;8;1554;10;12;0;4;3;0;0;0;0;5;2
MG;ARAPORA;1976;626;0;198;76;209;57;0;41;16;403;80;65;0;97;107;0;0;0;0;0;1
MG;ARAPUA;1253;607;0;52;11;135;9;0;2;4;373;20;13;0;11;15;0;0;0;0;0;1
MG;ARAUJOS;3857;1964;0;151;14;373;57;0;3;16;974;113;11;0;147;20;3;0;0;0;2;9
MG;ARAXA;60939;35987;0;1939;537;5676;1661;0;451;202;10261;1808;355;0;918;733;12;1;0;13;56;329
MG;ARCEBURGO;4346;2559;0;138;10;393;92;0;11;26;857;123;62;0;39;24;1;2;0;0;1;8
MG;ARCOS;24842;12683;0;1200;579;2025;569;0;32;103;5338;758;293;0;420;755;12;5;0;5;4;61
MG;AREADO;6436;4154;0;235;7;650;152;0;14;28;910;65;81;0;100;22;0;1;0;1;0;16
MG;ARGIRITA;725;419;0;24;4;71;16;0;0;6;150;6;9;0;16;2;1;0;0;0;0;1
MG;ARICANDUVA;1090;299;0;24;0;77;10;0;0;6;631;15;16;0;5;0;0;0;0;0;7;0
MG;ARINOS;5360;2162;0;348;34;487;85;0;4;35;1676;223;119;0;144;27;2;3;0;0;0;11
MG;ASTOLFO DUTRA;5539;2694;0;266;38;430;151;0;11;8;1640;155;27;0;68;37;1;0;0;0;3;10
MG;ATALEIA;2552;929;0;101;0;196;47;0;5;27;1166;25;35;0;15;1;1;0;0;0;1;3
MG;AUGUSTO DE LIMA;1037;526;0;33;1;93;20;0;2;7;307;13;22;0;9;2;0;0;0;0;0;2
MG;BAEPENDI;8461;4156;0;384;29;593;331;0;5;69;2543;178;37;0;72;33;1;0;0;0;0;30
MG;BALDIM;2716;1430;0;185;3;291;62;0;7;14;621;50;19;0;23;2;0;0;0;0;2;7
MG;BAMBUI;11810;7076;0;545;53;1458;205;0;25;50;1860;146;83;0;194;82;0;0;0;0;2;31
MG;BANDEIRA;664;182;0;15;0;39;8;0;0;7;383;16;12;0;2;0;0;0;0;0;0;0
MG;BANDEIRA DO SUL;2360;1474;0;128;3;228;80;0;3;31;374;12;10;0;7;6;0;0;0;0;1;3
MG;BARAO DE COCAIS;13323;7544;0;542;24;1017;273;0;10;108;3227;267;94;0;129;25;2;3;1;0;12;45
MG;BARAO D0 MONTE ALTO;1519;641;0;56;16;87;33;0;1;8;608;22;12;0;16;12;0;0;0;0;1;6
MG;BARBACENA;59616;36508;0;1813;269;4070;2352;0;119;333;11819;547;259;0;951;234;1;9;0;4;28;300
MG;BARRA LONGA;1743;711;0;46;4;139;19;0;0;5;790;5;11;0;6;4;0;0;0;0;2;1
MG;BARROSO;8892;4848;0;436;213;581;274;0;43;34;1757;263;40;0;137;230;2;0;0;1;1;32
MG;BELA VISTA DE MINAS;3640;2495;0;171;44;214;69;0;2;16;510;28;10;0;22;50;0;0;0;0;3;6
MG;BELMIRO BRAGA;907;514;0;72;8;81;28;0;0;13;147;8;8;0;16;10;0;0;0;0;0;2
MG;BELO HORIZONTE;1669500;1141985;0;36282;4308;131444;76484;10;586;6211;206171;16311;8847;1;17890;4262;21;176;13;281;402;17815
MG;BELO ORIENTE;7505;4169;0;249;35;449;136;0;10;26;1965;89;101;0;157;105;1;1;0;0;3;9
MG;BELO VALE;3470;1690;0;212;30;317;69;0;0;27;1003;27;37;0;22;28;0;0;0;1;0;7
MG;BERILO;2972;733;0;76;1;211;28;0;1;7;1836;28;34;0;13;0;1;0;0;0;2;1
MG;BERIZAL;1197;317;0;33;0;98;18;0;1;7;665;40;8;0;5;0;0;0;0;0;2;3
MG;BERTOPOLIS;497;179;0;15;0;52;8;0;0;5;224;7;4;0;2;1;0;0;0;0;0;0
MG;BETIM;175728;107152;0;5992;4195;12725;4416;0;322;730;27929;1740;1511;0;2648;5604;6;11;13;92;74;568
MG;BIAS FORTES;899;470;0;28;0;40;32;0;1;5;309;0;6;0;4;0;0;0;0;0;0;4
MG;BICAS;6614;4078;0;225;59;595;201;0;11;37;1029;109;39;0;140;54;0;1;0;0;4;32
MG;BIQUINHAS;1256;668;0;59;3;143;11;0;1;8;284;29;5;0;40;3;0;0;0;0;1;1
MG;BOA ESPERANCA;18475;10806;0;800;60;1690;362;0;63;115;3618;275;214;0;305;103;13;3;0;0;3;45
MG;BOCAINA DE MINAS;2139;1023;0;85;3;193;54;0;0;16;669;50;11;0;13;2;0;0;0;0;0;20
MG;BOCAIUVA;16627;7361;0;531;80;1467;253;0;19;69;5857;487;170;0;188;94;4;2;0;1;11;33
MG;BOM DESPACHO;26110;14604;0;1104;263;2740;529;0;4;96;4706;507;453;0;662;338;8;7;0;2;25;62
MG;BOM JARDIM DE MINAS;3004;1733;0;130;2;195;86;0;2;18;702;61;21;0;37;5;0;0;0;0;1;11
MG;BOM JESUS DA PENHA;2493;1092;0;121;12;274;37;0;0;17;872;6;18;0;20;17;0;0;0;0;0;7
MG;BOM JESUS DO AMPARO;2052;1184;0;90;16;214;54;0;0;10;427;6;14;0;17;15;0;0;0;0;2;3
MG;BOM JESUS DO GALHO;4084;1548;0;110;0;234;49;0;2;7;2042;45;24;0;22;0;0;0;0;0;0;1
MG;BOM REPOUSO;5308;2521;0;205;3;735;95;0;0;20;1618;68;15;0;20;4;0;0;0;0;1;3
MG;BOM SUCESSO;6108;3821;0;224;37;523;171;0;1;32;1104;26;57;0;72;26;2;1;0;1;2;8
MG;BONFIM;3373;1398;0;152;0;283;40;0;2;20;1350;67;23;0;32;0;0;0;0;0;1;5
MG;BONFINOPOLIS DE MINAS;1983;940;0;91;4;203;35;0;1;3;611;22;34;0;34;3;2;0;0;0;0;0
MG;BONITO DE MINAS;965;179;0;31;0;123;27;0;0;6;546;9;31;0;12;0;0;0;0;0;0;1
MG;BORDA DA MATA;8336;4925;0;296;8;674;225;0;2;45;1884;106;82;0;55;8;1;1;0;0;2;22
MG;BOTELHOS;7123;4468;0;251;10;742;171;0;16;83;1178;65;46;0;55;11;2;0;0;0;0;25
MG;BOTUMIRIM;884;206;0;36;0;114;21;0;0;7;466;3;24;0;6;0;0;0;0;0;0;1
MG;BRAS PIRES;1664;657;0;52;4;108;18;0;0;11;778;11;9;0;8;3;0;2;0;0;1;2
MG;BRASILANDIA DE MINAS;5215;2256;0;217;28;482;62;0;9;25;1632;215;102;0;121;41;14;1;0;0;5;5
MG;BRASILIA DE MINAS;9152;3362;0;315;10;626;132;0;2;19;3892;547;85;0;136;10;0;4;0;0;1;11
MG;BRASOPOLIS;6110;3420;0;210;6;606;195;0;11;40;1470;40;42;0;36;6;1;0;0;0;2;25
MG;BRAUNAS;1211;465;0;20;1;89;24;0;0;9;564;5;21;0;12;0;0;0;0;0;1;0
MG;BRUMADINHO;17132;9634;0;961;184;1392;416;0;46;135;3344;260;241;0;175;169;1;1;0;45;4;124
MG;BUENO BRANDAO;6501;3601;0;224;3;696;117;0;2;51;1698;37;23;0;31;5;0;1;0;1;1;10
MG;BUENOPOLIS;2867;1376;0;109;2;291;42;0;3;12;880;72;28;0;43;2;0;0;0;0;3;4
MG;BUGRE;1057;486;0;25;0;85;18;0;0;3;417;10;8;0;5;0;0;0;0;0;0;0
MG;BURITIS;6660;2928;0;300;61;650;121;0;13;14;1839;359;104;0;176;79;5;1;0;1;2;7
MG;BURITIZEIRO;7336;2560;0;262;31;569;106;0;9;33;3224;259;114;0;107;31;1;2;1;0;23;4
MG;CABECEIRA GRANDE;873;437;0;61;2;74;9;0;1;2;232;14;9;0;30;1;1;0;0;0;0;0
MG;CABO VERDE;4585;2909;0;172;2;453;150;0;1;43;735;11;44;0;47;3;0;3;0;1;1;10
MG;CACHOEIRA DA PRATA;1303;784;0;62;13;119;25;0;8;2;237;11;6;0;16;15;1;0;0;2;0;2
MG;CACHOEIRA DE MINAS;3886;2201;0;140;4;394;92;0;3;28;899;68;20;0;26;2;1;1;0;0;0;7
MG;CACHOEIRA DE PAJEU;1473;648;0;41;2;126;17;0;0;15;559;18;23;0;16;8;0;0;0;0;0;0
MG;CACHOEIRA DOURADA;867;444;0;15;2;50;18;0;3;9;187;105;3;0;30;1;0;0;0;0;0;0
MG;CAETANOPOLIS;3819;2076;0;154;16;329;73;0;6;19;860;131;50;0;58;32;0;0;0;0;2;13
MG;CAETE;17038;10111;0;550;85;1238;371;0;3;114;3854;352;67;1;126;70;0;4;0;0;2;90
MG;CAIANA;1556;667;0;51;0;123;8;0;2;14;641;28;13;0;7;0;0;0;0;0;0;2
MG;CAJURI;1388;515;0;58;8;85;20;0;0;9;645;14;12;0;11;8;0;0;0;0;1;2
MG;CALDAS;6181;3789;0;318;35;623;244;0;13;40;929;33;31;0;51;51;0;0;0;0;1;23
MG;CAMACHO;1224;567;0;51;1;99;12;0;0;12;457;4;16;0;4;0;0;0;0;0;0;1
MG;CAMANDUCAIA;11528;5705;0;516;107;943;249;0;1;50;3374;230;55;1;110;80;5;1;0;8;7;86
MG;CAMBUI;14834;8262;0;613;61;1376;338;0;5;77;3473;289;114;0;117;46;6;1;0;1;4;51
MG;CAMBUQUIRA;4457;2710;0;145;5;303;201;0;3;38;921;58;34;0;27;2;0;0;0;0;1;9
MG;CAMPANARIO;653;325;0;18;0;48;20;0;6;4;214;3;4;0;8;0;0;0;0;0;0;3
MG;CAMPANHA;7370;3952;0;265;29;677;269;0;10;62;1834;105;46;0;69;32;0;1;0;0;4;15
MG;CAMPESTRE;12156;6285;0;516;61;1162;271;0;7;60;3507;79;63;0;52;63;3;2;0;3;1;21
MG;CAMPINA VERDE;8061;4171;0;278;49;879;103;0;34;42;1823;311;56;0;238;61;1;1;0;0;3;11
MG;CAMPO AZUL;469;154;0;11;0;28;4;0;0;3;252;7;7;0;3;0;0;0;0;0;0;0
MG;CAMPO BELO;27112;15950;0;1292;226;2085;539;0;21;93;5297;762;129;0;447;188;4;4;0;2;5;68
MG;CAMPO DO MEIO;4009;2168;0;126;6;318;66;0;4;29;944;206;78;0;56;4;0;0;0;0;0;4
MG;CAMPO FLORIDO;3235;1652;0;190;68;376;67;0;13;33;446;92;80;0;136;73;0;0;0;0;1;8
MG;CAMPOS ALTOS;6157;3687;0;357;30;830;202;0;7;37;672;83;105;0;89;38;0;0;0;0;4;16
MG;CAMPOS GERAIS;9265;5309;0;352;12;858;171;0;9;38;2160;99;137;0;84;10;8;1;0;0;1;16
MG;CANA VERDE;2192;1138;0;76;12;135;44;0;0;10;727;13;15;0;14;7;0;0;0;0;0;1
MG;CANAA;2094;627;0;61;0;114;12;0;0;5;1232;26;9;0;7;0;0;0;0;0;1;0
MG;CANAPOLIS;4026;1805;0;235;48;507;129;0;4;14;799;218;94;0;113;57;0;1;0;0;1;1
MG;CANDEIAS;6942;3248;0;265;132;595;142;0;3;35;2055;206;38;0;68;149;0;1;0;0;2;3
MG;CANTAGALO;1129;444;0;21;0;63;9;0;1;5;552;18;8;0;8;0;0;0;0;0;0;0
MG;CAPARAO;2114;853;0;73;0;227;25;0;0;7;884;19;13;0;8;0;0;0;0;0;1;4
MG;CAPELA NOVA;1741;813;0;23;1;74;29;0;0;13;749;22;4;0;8;1;0;0;0;1;2;1
MG;CAPELINHA;16762;6212;0;757;113;1577;242;0;3;53;6944;299;173;0;143;152;6;2;0;0;43;43
MG;CAPETINGA;2634;1591;0;171;48;243;131;0;0;24;280;12;39;0;30;62;1;0;0;0;1;1
MG;CAPIM BRANCO;3285;1918;0;91;13;284;80;0;22;21;698;84;12;0;48;5;0;0;0;0;4;5
MG;CAPINOPOLIS;6577;3093;0;277;118;525;159;0;29;31;1442;502;73;0;180;129;2;1;0;1;8;7
MG;CAPITAO ANDRADE;1448;497;0;53;0;90;18;0;0;6;686;79;7;0;12;0;0;0;0;0;0;0
MG;CAPITAO ENEAS;2582;888;0;88;12;182;39;0;6;5;1192;77;31;0;38;19;0;2;0;0;1;2
MG;CAPITOLIO;5557;2921;0;178;25;589;113;0;15;19;1247;132;25;0;215;37;1;0;0;0;1;39
MG;CAPUTIRA;4444;1852;0;147;5;383;119;0;0;8;1808;36;51;0;26;3;0;0;0;0;1;5
MG;CARAI;2862;706;0;76;3;229;34;0;0;50;1660;33;52;0;16;0;0;1;0;0;2;0
MG;CARANAIBA;830;475;0;24;2;30;14;0;2;12;248;4;15;0;4;0;0;0;0;0;0;0
MG;CARANDAI;11541;6682;0;590;175;759;396;0;7;63;2076;225;109;0;163;258;0;0;0;0;15;23
MG;CARANGOLA;13062;6618;0;422;21;1001;342;0;4;59;4148;173;60;0;124;17;0;1;0;0;16;56
MG;CARATINGA;36334;18165;0;1312;127;2734;755;0;5;86;10782;1287;493;0;294;131;8;0;0;3;26;126
MG;CARBONITA;3942;1457;0;162;22;328;99;0;1;26;1695;53;41;0;28;26;0;0;0;0;2;2
MG;CAREACU;2075;1223;0;134;19;211;83;0;6;13;295;28;10;0;25;24;0;0;0;0;0;4
MG;CARLOS CHAGAS;4995;1724;0;161;6;436;48;0;27;42;2258;119;53;0;90;14;1;1;0;0;2;13
MG;CARMESIA;2596;398;0;75;3;104;9;0;0;4;384;9;1526;0;10;74;0;0;0;0;0;0
MG;CARMO DA CACHOEIRA;3630;2135;0;180;63;281;184;0;2;39;592;8;61;0;43;30;0;0;0;0;1;11
MG;CARMO DA MATA;4470;2285;0;138;22;388;88;0;2;39;1256;122;48;0;45;29;2;0;0;0;0;6
MG;CARMO DE MINAS;3657;2099;0;143;2;271;137;0;0;50;798;78;31;0;37;0;0;0;0;0;3;8
MG;CARMO DO CAJURU;10964;4957;0;415;26;980;153;0;8;69;3755;192;97;0;220;25;23;1;0;1;18;24
MG;CARMO DO PARANAIBA;17026;9350;0;696;109;1743;185;0;77;78;3615;601;126;0;257;110;2;2;0;2;20;53
MG;CARMO DO RIO CLARO;9702;6035;0;382;26;924;176;0;12;37;1678;142;99;0;130;32;1;0;1;1;2;24
MG;CARMOPOLIS DE MINAS;8798;4196;0;502;221;726;162;0;4;67;2497;51;49;0;107;184;10;2;0;0;0;20
MG;CARNEIRINHO;4363;2139;0;198;45;412;81;0;4;20;1082;101;68;0;168;43;0;0;0;0;0;2
MG;CARRANCAS;1138;676;0;52;0;144;25;0;1;9;194;5;12;0;16;0;0;0;0;0;0;4
MG;CARVALHOPOLIS;1627;841;0;49;1;165;41;0;1;10;494;10;8;0;5;1;0;1;0;0;0;0
MG;CARVALHOS;1577;773;0;75;3;137;38;0;0;8;480;29;8;0;12;9;1;2;0;0;1;1
MG;CASA GRANDE;917;381;0;43;3;57;32;0;0;4;377;6;5;0;6;3;0;0;0;0;0;0
MG;CASCALHO RICO;1043;560;0;51;15;96;26;0;2;32;207;7;4;0;22;20;0;0;0;0;0;1
MG;CASSIA;8171;4935;0;416;133;771;243;0;13;54;1118;74;69;0;117;198;5;0;0;0;2;23
MG;CATAGUASES;32254;15240;0;766;234;1951;623;0;53;89;10574;1665;175;0;502;226;12;9;1;3;16;115
MG;CATAS ALTAS;2191;1405;0;159;13;215;42;0;1;18;283;9;10;0;24;3;1;0;0;0;0;8
MG;CATAS ALTAS DA NORUEGA;1124;445;0;46;8;61;18;0;1;5;505;13;11;0;9;1;0;0;0;0;0;1
MG;CATUJI;1258;468;0;47;5;110;38;0;0;21;524;12;16;0;10;6;0;0;0;0;0;1
MG;CATUTI;1245;333;0;35;0;50;6;0;1;6;761;21;24;0;6;0;0;0;0;0;0;2
MG;CAXAMBU;9513;5984;0;220;36;578;330;0;8;41;1890;163;24;0;132;55;1;0;0;1;1;49
MG;CEDRO DO ABAETE;360;214;0;13;0;32;6;0;1;2;79;7;3;0;1;1;1;0;0;0;0;0
MG;CENTRAL DE MINAS;2670;940;0;82;1;152;24;0;3;9;1198;210;20;0;25;4;0;0;0;0;0;2
MG;CENTRALINA;2192;952;0;109;50;223;63;0;25;9;440;164;17;0;60;75;1;0;0;0;0;4
MG;CHACARA;860;433;0;38;0;75;17;0;0;6;234;12;14;0;30;0;0;0;0;0;0;1
MG;CHALE;2615;851;0;72;1;162;29;0;1;11;1400;58;17;0;9;1;0;0;0;0;0;3
MG;CHAPADA DO NORTE;1960;443;0;48;5;179;30;0;0;24;1174;11;28;0;10;8;0;0;0;0;0;0
MG;CHAPADA GAUCHA;2487;644;0;123;41;323;47;0;0;8;1091;52;52;0;32;63;0;0;0;0;2;9
MG;CHIADOR;920;523;0;94;2;83;35;0;9;13;129;8;10;0;6;1;0;0;0;0;1;6
MG;CIPOTANEA;2536;627;0;61;0;146;30;0;0;7;1608;25;17;0;11;0;0;1;0;1;0;2
MG;CLARAVAL;1896;1015;0;114;6;208;86;0;14;10;355;12;23;0;42;3;0;1;0;0;0;7
MG;CLARO DOS POCOES;1527;501;0;64;7;158;36;0;0;10;678;21;34;0;9;5;0;0;0;1;0;3
MG;CLAUDIO;14986;7772;0;781;204;1366;276;0;2;44;3758;277;61;0;191;195;1;1;0;1;1;55
MG;COIMBRA;3150;1340;0;139;7;274;57;0;7;7;1223;42;13;0;25;11;0;1;0;0;0;4
MG;COLUNA;3110;958;0;66;1;207;26;0;0;5;1711;101;15;0;18;0;1;0;0;0;1;0
MG;COMENDADOR GOMES;1011;460;0;49;2;148;22;0;0;9;258;17;14;0;29;2;0;0;0;0;0;1
MG;COMERCINHO;1452;354;0;30;2;112;13;0;0;10;892;15;19;0;1;4;0;0;0;0;0;0
MG;CONCEICAO DA APARECIDA;4869;2729;0;168;1;500;97;0;9;17;1216;57;26;0;37;1;0;1;0;0;1;9
MG;CONCEICAO DA BARRA DE MINAS;1358;645;0;40;3;83;22;0;1;14;503;28;9;0;6;3;0;0;0;0;0;1
MG;CONCEICAO DAS ALAGOAS;10802;5734;0;550;120;883;223;0;37;57;1902;640;125;0;267;208;7;1;0;10;9;29
MG;CONCEICAO DAS PEDRAS;1259;645;0;27;0;183;16;0;2;7;369;1;7;0;2;0;0;0;0;0;0;0
MG;CONCEICAO DE IPANEMA;1828;578;0;48;0;119;20;0;0;7;1027;19;6;0;4;0;0;0;0;0;0;0
MG;CONCEICAO DO MATO DENTRO;5653;2510;0;172;5;506;99;0;5;63;1835;157;215;0;43;2;0;1;0;3;5;32
MG;CONCEICAO DO PARA;2420;1134;0;77;14;186;50;0;0;18;811;46;17;0;48;16;0;0;0;0;1;2
MG;CONCEICAO DO RIO VERDE;4027;2359;0;193;11;356;164;0;2;55;765;32;34;0;38;13;0;0;0;1;0;4
MG;CONCEICAO DOS OUROS;4271;2571;0;289;17;412;103;0;6;30;717;37;18;0;28;35;0;0;0;0;2;6
MG;CONEGO MARINHO;1086;231;0;26;0;76;24;0;0;5;671;26;22;0;5;0;0;0;0;0;0;0
MG;CONFINS;3491;2035;0;138;36;284;88;0;6;21;675;92;26;0;41;34;0;0;0;2;0;13
MG;CONGONHAL;5327;2812;0;270;27;486;106;0;6;12;1422;56;15;0;67;33;1;0;0;0;2;12
MG;CONGONHAS;24165;15332;0;1159;383;1802;593;0;26;167;3374;493;141;0;250;331;1;3;0;15;12;83
MG;CONGONHAS DO NORTE;1034;405;0;52;0;107;20;0;0;9;420;2;9;0;6;0;0;0;0;0;2;2
MG;CONQUISTA;2835;1798;0;169;22;273;86;0;6;25;300;18;41;0;76;16;0;0;0;0;1;4
MG;CONSELHEIRO LAFAIETE;66587;39816;0;1551;509;4172;1628;0;48;387;15152;1001;730;1;750;525;2;6;0;6;18;285
MG;CONSELHEIRO PENA;7034;2954;0;216;0;524;66;0;4;6;2826;258;64;0;88;1;2;1;0;2;15;7
MG;CONSOLACAO;454;246;0;17;0;41;6;0;0;10;126;1;3;0;3;0;0;0;0;0;0;1
MG;CONTAGEM;309081;190140;0;14722;3667;24402;10236;0;318;1644;46675;3072;3021;0;4452;5136;8;22;2;357;73;1134
MG;COQUEIRAL;3632;2030;0;122;12;320;66;0;0;18;959;31;27;0;22;12;5;0;0;0;0;8
MG;CORACAO DE JESUS;5729;1971;0;199;3;571;55;0;2;9;2547;178;109;0;72;2;0;2;0;0;2;7
MG;CORDISBURGO;2464;1311;0;102;9;250;40;0;6;16;651;37;16;0;14;10;0;0;0;0;0;2
MG;CORDISLANDIA;988;581;0;41;0;76;41;0;1;15;211;8;8;0;5;0;0;0;0;0;0;1
MG;CORINTO;9174;4341;0;344;16;806;166;0;20;29;2758;415;88;0;132;38;0;5;0;0;5;11
MG;COROACI;2332;744;0;75;0;174;41;0;1;9;1184;72;14;0;13;0;0;0;0;0;0;5
MG;COROMANDEL;14057;8456;0;636;183;1552;254;0;47;99;1963;289;95;0;217;222;1;1;0;1;12;29
MG;CORONEL FABRICIANO;44450;25695;0;1277;171;2680;967;2;109;213;11250;522;604;2;610;159;3;2;0;8;30;146
MG;CORONEL MURTA;2018;522;0;36;3;149;16;0;0;6;1216;32;15;0;13;6;0;0;0;0;0;4
MG;CORONEL PACHECO;656;431;0;35;0;49;21;0;0;5;92;3;8;0;12;0;0;0;0;0;0;0
MG;CORONEL XAVIER CHAVES;1157;627;0;86;3;85;20;0;1;9;281;5;3;0;26;5;0;0;0;0;1;5
MG;CORREGO DANTA;1135;662;0;42;11;187;30;0;1;5;141;6;15;0;13;21;0;0;0;0;0;1
MG;CORREGO DO BOM JESUS;1733;915;0;40;2;162;25;0;2;10;535;16;12;0;10;0;0;0;0;0;1;3
MG;CORREGO FUNDO;2961;1517;0;361;64;200;36;0;4;19;571;44;21;0;44;78;0;0;0;1;0;1
MG;CORREGO NOVO;716;250;0;13;1;29;9;0;0;4;390;8;7;0;5;0;0;0;0;0;0;0
MG;COUTO DE MAGALHAES DE MINAS;1203;663;0;59;1;135;24;0;0;2;287;6;12;0;13;0;0;0;0;0;1;0
MG;CRISOLITA;684;193;0;16;0;61;13;0;2;21;335;23;19;0;1;0;0;0;0;0;0;0
MG;CRISTAIS;4929;2770;0;155;3;480;104;0;1;30;1273;41;32;0;31;3;0;0;0;0;1;5
MG;CRISTALIA;1176;259;0;31;1;108;16;0;0;7;718;4;26;0;5;0;0;0;0;0;0;1
MG;CRISTIANO OTONI;2318;1309;0;97;38;150;67;0;6;19;551;15;11;0;22;31;0;0;0;0;0;2
MG;CRISTINA;3015;1632;0;107;5;282;70;0;4;26;800;26;16;0;32;0;1;1;0;1;1;11
MG;CRUCILANDIA;2815;1301;0;166;6;216;28;0;1;9;998;44;14;0;17;7;0;0;0;0;2;6
MG;CRUZEIRO DA FORTALEZA;1479;749;0;97;2;174;15;0;0;7;368;11;16;0;34;4;0;0;0;0;0;2
MG;CRUZILIA;6981;3948;0;358;4;685;132;0;4;44;1554;98;48;0;66;14;3;0;0;0;1;22
MG;CUPARAQUE;1324;397;0;52;0;86;13;0;3;9;657;93;5;0;7;0;0;0;0;1;1;0
MG;CURRAL DE DENTRO;1651;568;0;61;3;141;17;0;0;12;749;70;16;0;8;4;0;1;0;0;0;1
MG;CURVELO;37614;16389;0;1238;151;3182;661;0;261;67;10887;2159;1846;0;510;140;2;2;0;2;22;95
MG;DATAS;1205;690;0;36;0;168;20;0;1;4;254;5;18;0;7;0;0;0;0;0;0;2
MG;DELFIM MOREIRA;2305;1100;0;87;1;198;138;0;5;10;696;6;25;0;14;4;0;0;0;0;5;16
MG;DELFINOPOLIS;2342;1316;0;103;3;333;62;0;6;19;398;20;19;0;39;6;1;1;0;0;0;16
MG;DELTA;4857;2381;0;458;187;333;132;0;25;39;553;40;138;0;239;321;2;0;0;2;2;5
MG;DESCOBERTO;1712;954;0;42;2;131;39;0;0;10;486;19;3;0;20;2;0;0;0;0;1;3
